Unnamed: 0,contrast,estimate,SE,df,t.ratio,p.value,Significance,Test Details
1752,G1 F Order2 - NR0 F Order2,10.5,20.0931966,19,0.522564936,1.0,,"t(19) = 0.523, p = 1.000e+00"
1753,G1 F Order2 - NR1 F Order2,-14.66666667,22.89892615,19,-0.640495828,1.0,,"t(19) = -0.640, p = 1.000e+00"
1754,G1 F Order2 - NR2 F Order2,22.33333333,21.03047079,19,1.061951183,1.0,,"t(19) = 1.062, p = 1.000e+00"
1755,G1 F Order2 - NR3 F Order2,38.33333333,21.12389656,19,1.814690449,0.999288386,,"t(19) = 1.815, p = 9.993e-01"
1756,G1 F Order2 - NR4 F Order2,54.16666667,20.94943788,19,2.585590458,0.907168379,,"t(19) = 2.586, p = 9.072e-01"
1757,G1 F Order2 - NR5 F Order2,3.833333333,22.18815078,19,0.172764886,1.0,,"t(19) = 0.173, p = 1.000e+00"
1758,G1 F Order2 - NR6 F Order2,7.0,20.52972456,19,0.340969017,1.0,,"t(19) = 0.341, p = 1.000e+00"
1759,G1 F Order2 - PR0 F Order2,85.33333333,16.82994581,19,5.070327278,0.035466433,*,"t(19) = 5.070, p = 3.547e-02"
1760,G1 F Order2 - PR1 F Order2,59.5,21.43839944,19,2.775393758,0.833374132,,"t(19) = 2.775, p = 8.334e-01"
1761,G1 F Order2 - PR2 F Order2,2.333333333,21.87259761,19,0.106678382,1.0,,"t(19) = 0.107, p = 1.000e+00"
1762,G1 F Order2 - PR3 F Order2,21.66666667,21.92600528,19,0.988172099,1.0,,"t(19) = 0.988, p = 1.000e+00"
1763,G1 F Order2 - PR4 F Order2,7.833333333,21.83886364,19,0.358687772,1.0,,"t(19) = 0.359, p = 1.000e+00"
1764,G1 F Order2 - PR5 F Order2,-8.333333333,21.38758179,19,-0.389634201,1.0,,"t(19) = -0.390, p = 1.000e+00"
1765,G1 F Order2 - PR6 F Order2,29.16666667,21.87543817,19,1.333306626,0.99999955,,"t(19) = 1.333, p = 1.000e+00"
1766,G1 F Order2 - G0 M Order2,-46.16666667,29.06908488,19,-1.588170624,0.999956811,,"t(19) = -1.588, p = 1.000e+00"
1767,G1 F Order2 - G1 M Order2,-38.0,19.60679259,19,-1.938103839,0.99769255,,"t(19) = -1.938, p = 9.977e-01"
1768,G1 F Order2 - G2 M Order2,46.83333333,24.14427275,19,1.939728474,0.997659713,,"t(19) = 1.940, p = 9.977e-01"
1769,G1 F Order2 - NR0 M Order2,-45.16666667,19.9777581,19,-2.260847611,0.978019496,,"t(19) = -2.261, p = 9.780e-01"
1770,G1 F Order2 - NR1 M Order2,-25.5,21.11490425,19,-1.207677748,1.0,,"t(19) = -1.208, p = 1.000e+00"
1771,G1 F Order2 - NR2 M Order2,-5.666666667,18.00972772,19,-0.314644772,1.0,,"t(19) = -0.315, p = 1.000e+00"
1772,G1 F Order2 - NR3 M Order2,-2.0,18.4475628,19,-0.108415405,1.0,,"t(19) = -0.108, p = 1.000e+00"
1773,G1 F Order2 - NR4 M Order2,-0.666666667,18.47275535,19,-0.036089184,1.0,,"t(19) = -0.036, p = 1.000e+00"
1774,G1 F Order2 - NR5 M Order2,10.83333333,20.05492458,19,0.5401832,1.0,,"t(19) = 0.540, p = 1.000e+00"
1775,G1 F Order2 - NR6 M Order2,15.16666667,18.34049302,19,0.82694978,1.0,,"t(19) = 0.827, p = 1.000e+00"
1776,G1 F Order2 - PR0 M Order2,57.5,18.33016719,19,3.136905376,0.643197138,,"t(19) = 3.137, p = 6.432e-01"
1777,G1 F Order2 - PR1 M Order2,65.33333333,20.04044886,19,3.260073354,0.572209343,,"t(19) = 3.260, p = 5.722e-01"
1778,G1 F Order2 - PR2 M Order2,36.33333333,20.00708939,19,1.816022942,0.999278455,,"t(19) = 1.816, p = 9.993e-01"
1779,G1 F Order2 - PR3 M Order2,16.66666667,19.7052402,19,0.845798706,1.0,,"t(19) = 0.846, p = 1.000e+00"
1780,G1 F Order2 - PR4 M Order2,-16.66666667,20.49263882,19,-0.813300172,1.0,,"t(19) = -0.813, p = 1.000e+00"
1781,G1 F Order2 - PR5 M Order2,-22.16666667,20.18972873,19,-1.097918004,1.0,,"t(19) = -1.098, p = 1.000e+00"
1782,G1 F Order2 - PR6 M Order2,-42.66666667,19.96179831,19,-2.137415978,0.989547645,,"t(19) = -2.137, p = 9.895e-01"
1783,G2 F Order2 - NR0 F Order2,-7.833333333,21.01312595,19,-0.372782867,1.0,,"t(19) = -0.373, p = 1.000e+00"
1784,G2 F Order2 - NR1 F Order2,-33.0,21.51216846,19,-1.534015507,0.999981051,,"t(19) = -1.534, p = 1.000e+00"
1785,G2 F Order2 - NR2 F Order2,4.0,18.39629539,19,0.217435082,1.0,,"t(19) = 0.217, p = 1.000e+00"
1786,G2 F Order2 - NR3 F Order2,20.0,20.24647829,19,0.987826116,1.0,,"t(19) = 0.988, p = 1.000e+00"
1787,G2 F Order2 - NR4 F Order2,35.83333333,18.68309897,19,1.917954478,0.998068838,,"t(19) = 1.918, p = 9.981e-01"
1788,G2 F Order2 - NR5 F Order2,-14.5,20.16511521,19,-0.719063583,1.0,,"t(19) = -0.719, p = 1.000e+00"
1789,G2 F Order2 - NR6 F Order2,-11.33333333,20.06015078,19,-0.564967505,1.0,,"t(19) = -0.565, p = 1.000e+00"
1790,G2 F Order2 - PR0 F Order2,67.0,27.86550824,19,2.404406172,0.954951043,,"t(19) = 2.404, p = 9.550e-01"
1791,G2 F Order2 - PR1 F Order2,41.16666667,27.05726005,19,1.521464723,0.9999845,,"t(19) = 1.521, p = 1.000e+00"
1792,G2 F Order2 - PR2 F Order2,-16.0,24.60236403,19,-0.650344007,1.0,,"t(19) = -0.650, p = 1.000e+00"
1793,G2 F Order2 - PR3 F Order2,3.333333333,22.03042155,19,0.151305926,1.0,,"t(19) = 0.151, p = 1.000e+00"
1794,G2 F Order2 - PR4 F Order2,-10.5,21.79198576,19,-0.481828509,1.0,,"t(19) = -0.482, p = 1.000e+00"
1795,G2 F Order2 - PR5 F Order2,-26.66666667,21.96116322,19,-1.214264764,1.0,,"t(19) = -1.214, p = 1.000e+00"
1796,G2 F Order2 - PR6 F Order2,10.83333333,21.3896324,19,0.506475901,1.0,,"t(19) = 0.506, p = 1.000e+00"
1797,G2 F Order2 - G0 M Order2,-64.5,32.30373487,19,-1.996673148,0.996236566,,"t(19) = -1.997, p = 9.962e-01"
1798,G2 F Order2 - G1 M Order2,-56.33333333,24.14427275,19,-2.333196528,0.967871521,,"t(19) = -2.333, p = 9.679e-01"
1799,G2 F Order2 - G2 M Order2,28.5,27.95470438,19,1.019506399,1.0,,"t(19) = 1.020, p = 1.000e+00"
1800,G2 F Order2 - NR0 M Order2,-63.5,24.44648051,19,-2.597510917,0.903237183,,"t(19) = -2.598, p = 9.032e-01"
1801,G2 F Order2 - NR1 M Order2,-43.83333333,25.38422289,19,-1.726794376,0.999732066,,"t(19) = -1.727, p = 9.997e-01"
1802,G2 F Order2 - NR2 M Order2,-24.0,22.86634827,19,-1.049577297,1.0,,"t(19) = -1.050, p = 1.000e+00"
1803,G2 F Order2 - NR3 M Order2,-20.33333333,23.21275864,19,-0.875955058,1.0,,"t(19) = -0.876, p = 1.000e+00"
1804,G2 F Order2 - NR4 M Order2,-19.0,23.23278461,19,-0.817809846,1.0,,"t(19) = -0.818, p = 1.000e+00"
1805,G2 F Order2 - NR5 M Order2,-7.5,24.50958161,19,-0.306002776,1.0,,"t(19) = -0.306, p = 1.000e+00"
1806,G2 F Order2 - NR6 M Order2,-3.166666667,23.12775983,19,-0.136920596,1.0,,"t(19) = -0.137, p = 1.000e+00"
1807,G2 F Order2 - PR0 M Order2,39.16666667,23.11957223,19,1.694091322,0.999819868,,"t(19) = 1.694, p = 9.998e-01"
1808,G2 F Order2 - PR1 M Order2,47.0,24.49773829,19,1.918544457,0.998058603,,"t(19) = 1.919, p = 9.981e-01"
1809,G2 F Order2 - PR2 M Order2,18.0,24.47045599,19,0.735580898,1.0,,"t(19) = 0.736, p = 1.000e+00"
1810,G2 F Order2 - PR3 M Order2,-1.666666667,24.22428703,19,-0.068801475,1.0,,"t(19) = -0.069, p = 1.000e+00"
1811,G2 F Order2 - PR4 M Order2,-35.0,24.86901358,19,-1.407373875,0.999997941,,"t(19) = -1.407, p = 1.000e+00"
1812,G2 F Order2 - PR5 M Order2,-40.5,24.62000684,19,-1.645003605,0.999904406,,"t(19) = -1.645, p = 9.999e-01"
1813,G2 F Order2 - PR6 M Order2,-61.0,24.43343984,19,-2.496578476,0.933425708,,"t(19) = -2.497, p = 9.334e-01"
1814,NR0 F Order2 - NR1 F Order2,-25.16666667,17.51458039,19,-1.436898065,0.999996404,,"t(19) = -1.437, p = 1.000e+00"
1815,NR0 F Order2 - NR2 F Order2,11.83333333,14.55538927,19,0.812986387,1.0,,"t(19) = 0.813, p = 1.000e+00"
1816,NR0 F Order2 - NR3 F Order2,27.83333333,16.22421481,19,1.715542703,0.99976577,,"t(19) = 1.716, p = 9.998e-01"
1817,NR0 F Order2 - NR4 F Order2,43.66666667,18.49973131,19,2.360394642,0.963298536,,"t(19) = 2.360, p = 9.633e-01"
1818,NR0 F Order2 - NR5 F Order2,-6.666666667,22.70382017,19,-0.29363634,1.0,,"t(19) = -0.294, p = 1.000e+00"
1819,NR0 F Order2 - NR6 F Order2,-3.5,20.53131256,19,-0.170471322,1.0,,"t(19) = -0.170, p = 1.000e+00"
1820,NR0 F Order2 - PR0 F Order2,74.83333333,21.75269023,19,3.440187515,0.470818656,,"t(19) = 3.440, p = 4.708e-01"
1821,NR0 F Order2 - PR1 F Order2,49.0,21.94150917,19,2.233210105,0.981183881,,"t(19) = 2.233, p = 9.812e-01"
1822,NR0 F Order2 - PR2 F Order2,-8.166666667,20.31168678,19,-0.402067379,1.0,,"t(19) = -0.402, p = 1.000e+00"
1823,NR0 F Order2 - PR3 F Order2,11.16666667,14.59226544,19,0.765245583,1.0,,"t(19) = 0.765, p = 1.000e+00"
1824,NR0 F Order2 - PR4 F Order2,-2.666666667,13.3466381,19,-0.199800627,1.0,,"t(19) = -0.200, p = 1.000e+00"
1825,NR0 F Order2 - PR5 F Order2,-18.83333333,12.38808379,19,-1.520278169,0.999984794,,"t(19) = -1.520, p = 1.000e+00"
1826,NR0 F Order2 - PR6 F Order2,18.66666667,10.0514757,19,1.857107078,0.998907982,,"t(19) = 1.857, p = 9.989e-01"
1827,NR0 F Order2 - G0 M Order2,-56.66666667,29.32057637,19,-1.932658688,0.997799814,,"t(19) = -1.933, p = 9.978e-01"
1828,NR0 F Order2 - G1 M Order2,-48.5,19.9777581,19,-2.427699833,0.950039384,,"t(19) = -2.428, p = 9.500e-01"
1829,NR0 F Order2 - G2 M Order2,36.33333333,24.44648051,19,1.486239842,0.999991366,,"t(19) = 1.486, p = 1.000e+00"
1830,NR0 F Order2 - NR0 M Order2,-55.66666667,20.34195963,19,-2.736543955,0.850347281,,"t(19) = -2.737, p = 8.503e-01"
1831,NR0 F Order2 - NR1 M Order2,-36.0,21.45981557,19,-1.677554026,0.999853736,,"t(19) = -1.678, p = 9.999e-01"
1832,NR0 F Order2 - NR2 M Order2,-16.16666667,18.41289753,19,-0.878007747,1.0,,"t(19) = -0.878, p = 1.000e+00"
1833,NR0 F Order2 - NR3 M Order2,-12.5,18.84136609,19,-0.663433848,1.0,,"t(19) = -0.663, p = 1.000e+00"
1834,NR0 F Order2 - NR4 M Order2,-11.16666667,18.86603278,19,-0.591892678,1.0,,"t(19) = -0.592, p = 1.000e+00"
1835,NR0 F Order2 - NR5 M Order2,0.333333333,20.4177497,19,0.016325665,1.0,,"t(19) = 0.016, p = 1.000e+00"
1836,NR0 F Order2 - NR6 M Order2,4.666666667,18.73654683,19,0.249067595,1.0,,"t(19) = 0.249, p = 1.000e+00"
1837,NR0 F Order2 - PR0 M Order2,47.0,18.72643939,19,2.509820422,0.929864781,,"t(19) = 2.510, p = 9.299e-01"
1838,NR0 F Order2 - PR1 M Order2,54.83333333,20.4035314,19,2.687443279,0.870471831,,"t(19) = 2.687, p = 8.705e-01"
1839,NR0 F Order2 - PR2 M Order2,25.83333333,20.37076652,19,1.268157156,1.0,,"t(19) = 1.268, p = 1.000e+00"
1840,NR0 F Order2 - PR3 M Order2,6.166666667,20.07438652,19,0.307190791,1.0,,"t(19) = 0.307, p = 1.000e+00"
1841,NR0 F Order2 - PR4 M Order2,-27.16666667,20.84784758,19,-1.303092157,1.0,,"t(19) = -1.303, p = 1.000e+00"
1842,NR0 F Order2 - PR5 M Order2,-32.66666667,20.55017394,19,-1.589605361,0.999955898,,"t(19) = -1.590, p = 1.000e+00"
1843,NR0 F Order2 - PR6 M Order2,-53.16666667,20.32628581,19,-2.615660685,0.897064425,,"t(19) = -2.616, p = 8.971e-01"
1844,NR1 F Order2 - NR2 F Order2,37.0,10.10231286,19,3.662527632,0.357245812,,"t(19) = 3.663, p = 3.572e-01"
1845,NR1 F Order2 - NR3 F Order2,53.0,10.12554237,19,5.234287517,0.026210119,*,"t(19) = 5.234, p = 2.621e-02"
1846,NR1 F Order2 - NR4 F Order2,68.83333333,11.53552864,19,5.967072292,0.006624491,**,"t(19) = 5.967, p = 6.624e-03"
1847,NR1 F Order2 - NR5 F Order2,18.5,13.45064619,19,1.375398604,0.999998908,,"t(19) = 1.375, p = 1.000e+00"
1848,NR1 F Order2 - NR6 F Order2,21.66666667,14.01749116,19,1.545687913,0.999977236,,"t(19) = 1.546, p = 1.000e+00"
1849,NR1 F Order2 - PR0 F Order2,100.0,22.4694009,19,4.450496943,0.106638013,,"t(19) = 4.450, p = 1.066e-01"
1850,NR1 F Order2 - PR1 F Order2,74.16666667,23.08255588,19,3.213104608,0.59928564,,"t(19) = 3.213, p = 5.993e-01"
1851,NR1 F Order2 - PR2 F Order2,17.0,23.58963247,19,0.720655568,1.0,,"t(19) = 0.721, p = 1.000e+00"
1852,NR1 F Order2 - PR3 F Order2,36.33333333,18.9164522,19,1.920726622,0.998020348,,"t(19) = 1.921, p = 9.980e-01"
1853,NR1 F Order2 - PR4 F Order2,22.5,17.33831743,19,1.297703776,1.0,,"t(19) = 1.298, p = 1.000e+00"
1854,NR1 F Order2 - PR5 F Order2,6.333333333,20.34135591,19,0.311352565,1.0,,"t(19) = 0.311, p = 1.000e+00"
1855,NR1 F Order2 - PR6 F Order2,43.83333333,16.48134689,19,2.65957228,0.88120486,,"t(19) = 2.660, p = 8.812e-01"
1856,NR1 F Order2 - G0 M Order2,-31.5,30.10688561,19,-1.046272285,1.0,,"t(19) = -1.046, p = 1.000e+00"
1857,NR1 F Order2 - G1 M Order2,-23.33333333,21.11490425,19,-1.105064606,1.0,,"t(19) = -1.105, p = 1.000e+00"
1858,NR1 F Order2 - G2 M Order2,61.5,25.38422289,19,2.422764733,0.951109186,,"t(19) = 2.423, p = 9.511e-01"
1859,NR1 F Order2 - NR0 M Order2,-30.5,21.45981557,19,-1.42126105,0.999997314,,"t(19) = -1.421, p = 1.000e+00"
1860,NR1 F Order2 - NR1 M Order2,-10.83333333,22.5222567,19,-0.481005677,1.0,,"t(19) = -0.481, p = 1.000e+00"
1861,NR1 F Order2 - NR2 M Order2,9.0,19.64085431,19,0.45822854,1.0,,"t(19) = 0.458, p = 1.000e+00"
1862,NR1 F Order2 - NR3 M Order2,12.66666667,20.04308955,19,0.631971764,1.0,,"t(19) = 0.632, p = 1.000e+00"
1863,NR1 F Order2 - NR4 M Order2,14.0,20.06627907,19,0.697687895,1.0,,"t(19) = 0.698, p = 1.000e+00"
1864,NR1 F Order2 - NR5 M Order2,25.5,21.53167122,19,1.18430194,1.0,,"t(19) = 1.184, p = 1.000e+00"
1865,NR1 F Order2 - NR6 M Order2,29.83333333,19.94458698,19,1.495811037,0.999989846,,"t(19) = 1.496, p = 1.000e+00"
1866,NR1 F Order2 - PR0 M Order2,72.16666667,19.93509204,19,3.62008194,0.377618774,,"t(19) = 3.620, p = 3.776e-01"
1867,NR1 F Order2 - PR1 M Order2,80.0,21.51818896,19,3.717784993,0.331758478,,"t(19) = 3.718, p = 3.318e-01"
1868,NR1 F Order2 - PR2 M Order2,51.0,21.48712385,19,2.373514499,0.960934984,,"t(19) = 2.374, p = 9.609e-01"
1869,NR1 F Order2 - PR3 M Order2,31.33333333,21.2063518,19,1.477544729,0.999992565,,"t(19) = 1.478, p = 1.000e+00"
1870,NR1 F Order2 - PR4 M Order2,-2.0,21.93994328,19,-0.091157938,1.0,,"t(19) = -0.091, p = 1.000e+00"
1871,NR1 F Order2 - PR5 M Order2,-7.5,21.65728542,19,-0.346303789,1.0,,"t(19) = -0.346, p = 1.000e+00"
1872,NR1 F Order2 - PR6 M Order2,-28.0,21.44495879,19,-1.305668166,0.999999757,,"t(19) = -1.306, p = 1.000e+00"
1873,NR2 F Order2 - NR3 F Order2,16.0,7.183659984,19,2.227276908,0.981815814,,"t(19) = 2.227, p = 9.818e-01"
1874,NR2 F Order2 - NR4 F Order2,31.83333333,8.512907297,19,3.73941971,0.322107786,,"t(19) = 3.739, p = 3.221e-01"
1875,NR2 F Order2 - NR5 F Order2,-18.5,13.34795251,19,-1.385980358,0.999998648,,"t(19) = -1.386, p = 1.000e+00"
1876,NR2 F Order2 - NR6 F Order2,-15.33333333,12.63599703,19,-1.213464461,1.0,,"t(19) = -1.213, p = 1.000e+00"
1877,NR2 F Order2 - PR0 F Order2,63.0,18.6684288,19,3.37468143,0.507024194,,"t(19) = 3.375, p = 5.070e-01"
1878,NR2 F Order2 - PR1 F Order2,37.16666667,20.4534059,19,1.817138273,0.99927005,,"t(19) = 1.817, p = 9.993e-01"
1879,NR2 F Order2 - PR2 F Order2,-20.0,18.87604999,19,-1.059543708,1.0,,"t(19) = -1.060, p = 1.000e+00"
1880,NR2 F Order2 - PR3 F Order2,-0.666666667,14.9181392,19,-0.044688326,1.0,,"t(19) = -0.045, p = 1.000e+00"
1881,NR2 F Order2 - PR4 F Order2,-14.5,14.89790793,19,-0.973291019,1.0,,"t(19) = -0.973, p = 1.000e+00"
1882,NR2 F Order2 - PR5 F Order2,-30.66666667,15.47971697,19,-1.98108704,0.996682778,,"t(19) = -1.981, p = 9.967e-01"
1883,NR2 F Order2 - PR6 F Order2,6.833333333,12.08702605,19,0.56534447,1.0,,"t(19) = 0.565, p = 1.000e+00"
1884,NR2 F Order2 - G0 M Order2,-68.5,28.01670346,19,-2.44497002,0.946170463,,"t(19) = -2.445, p = 9.462e-01"
1885,NR2 F Order2 - G1 M Order2,-60.33333333,18.00972772,19,-3.350041393,0.520874955,,"t(19) = -3.350, p = 5.209e-01"
1886,NR2 F Order2 - G2 M Order2,24.5,22.86634827,19,1.07144349,1.0,,"t(19) = 1.071, p = 1.000e+00"
1887,NR2 F Order2 - NR0 M Order2,-67.5,18.41289753,19,-3.665908633,0.355652283,,"t(19) = -3.666, p = 3.557e-01"
1888,NR2 F Order2 - NR1 M Order2,-47.83333333,19.64085431,19,-2.435399835,0.948338554,,"t(19) = -2.435, p = 9.483e-01"
1889,NR2 F Order2 - NR2 M Order2,-28.0,16.25651466,19,-1.722386414,0.999745744,,"t(19) = -1.722, p = 9.997e-01"
1890,NR2 F Order2 - NR3 M Order2,-24.33333333,16.74026731,19,-1.45358093,0.999995127,,"t(19) = -1.454, p = 1.000e+00"
1891,NR2 F Order2 - NR4 M Order2,-23.0,16.76802513,19,-1.37165825,0.999998988,,"t(19) = -1.372, p = 1.000e+00"
1892,NR2 F Order2 - NR5 M Order2,-11.5,18.49659365,19,-0.6217361,1.0,,"t(19) = -0.622, p = 1.000e+00"
1893,NR2 F Order2 - NR6 M Order2,-7.166666667,16.62220385,19,-0.431150209,1.0,,"t(19) = -0.431, p = 1.000e+00"
1894,NR2 F Order2 - PR0 M Order2,35.16666667,16.61080991,19,2.117095245,0.990869627,,"t(19) = 2.117, p = 9.909e-01"
1895,NR2 F Order2 - PR1 M Order2,43.0,18.48089736,19,2.326726845,0.968895947,,"t(19) = 2.327, p = 9.689e-01"
1896,NR2 F Order2 - PR2 M Order2,14.0,18.44471746,19,0.759024909,1.0,,"t(19) = 0.759, p = 1.000e+00"
1897,NR2 F Order2 - PR3 M Order2,-5.666666667,18.1168559,19,-0.312784221,1.0,,"t(19) = -0.313, p = 1.000e+00"
1898,NR2 F Order2 - PR4 M Order2,-39.0,18.97029842,19,-2.055845361,0.994071693,,"t(19) = -2.056, p = 9.941e-01"
1899,NR2 F Order2 - PR5 M Order2,-44.5,18.64266941,19,-2.386997217,0.958396412,,"t(19) = -2.387, p = 9.584e-01"
1900,NR2 F Order2 - PR6 M Order2,-65.0,18.39558013,19,-3.533457468,0.421206467,,"t(19) = -3.533, p = 4.212e-01"
1901,NR3 F Order2 - NR4 F Order2,15.83333333,7.604650009,19,2.082059439,0.992835332,,"t(19) = 2.082, p = 9.928e-01"
1902,NR3 F Order2 - NR5 F Order2,-34.5,12.35151576,19,-2.793179451,0.82530983,,"t(19) = -2.793, p = 8.253e-01"
1903,NR3 F Order2 - NR6 F Order2,-31.33333333,11.09619027,19,-2.823792001,0.8110191,,"t(19) = -2.824, p = 8.110e-01"
1904,NR3 F Order2 - PR0 F Order2,47.0,18.17502624,19,2.585966005,0.90704602,,"t(19) = 2.586, p = 9.070e-01"
1905,NR3 F Order2 - PR1 F Order2,21.16666667,20.54384841,19,1.030316533,1.0,,"t(19) = 1.030, p = 1.000e+00"
1906,NR3 F Order2 - PR2 F Order2,-36.0,18.66448139,19,-1.92879723,0.997873326,,"t(19) = -1.929, p = 9.979e-01"
1907,NR3 F Order2 - PR3 F Order2,-16.66666667,14.31828055,19,-1.164013138,1.0,,"t(19) = -1.164, p = 1.000e+00"
1908,NR3 F Order2 - PR4 F Order2,-30.5,15.13481328,19,-2.015221426,0.995642454,,"t(19) = -2.015, p = 9.956e-01"
1909,NR3 F Order2 - PR5 F Order2,-46.66666667,16.18161725,19,-2.883930941,0.781543566,,"t(19) = -2.884, p = 7.815e-01"
1910,NR3 F Order2 - PR6 F Order2,-9.166666667,13.41215735,19,-0.683459523,1.0,,"t(19) = -0.683, p = 1.000e+00"
1911,NR3 F Order2 - G0 M Order2,-84.5,28.30014052,19,-2.985850899,0.72801758,,"t(19) = -2.986, p = 7.280e-01"
1912,NR3 F Order2 - G1 M Order2,-76.33333333,18.4475628,19,-4.137854641,0.17833327,,"t(19) = -4.138, p = 1.783e-01"
1913,NR3 F Order2 - G2 M Order2,8.5,23.21275864,19,0.366177934,1.0,,"t(19) = 0.366, p = 1.000e+00"
1914,NR3 F Order2 - NR0 M Order2,-83.5,18.84136609,19,-4.431738103,0.110086758,,"t(19) = -4.432, p = 1.101e-01"
1915,NR3 F Order2 - NR1 M Order2,-63.83333333,20.04308955,19,-3.184805076,0.615618671,,"t(19) = -3.185, p = 6.156e-01"
1916,NR3 F Order2 - NR2 M Order2,-44.0,16.74026731,19,-2.628392915,0.892599994,,"t(19) = -2.628, p = 8.926e-01"
1917,NR3 F Order2 - NR3 M Order2,-40.33333333,17.21042796,19,-2.343540407,0.96618351,,"t(19) = -2.344, p = 9.662e-01"
1918,NR3 F Order2 - NR4 M Order2,-39.0,17.23742868,19,-2.262518426,0.977816212,,"t(19) = -2.263, p = 9.778e-01"
1919,NR3 F Order2 - NR5 M Order2,-27.5,18.92316721,19,-1.453245099,0.999995157,,"t(19) = -1.453, p = 1.000e+00"
1920,NR3 F Order2 - NR6 M Order2,-23.16666667,17.09561176,19,-1.355123583,0.999999282,,"t(19) = -1.355, p = 1.000e+00"
1921,NR3 F Order2 - PR0 M Order2,19.16666667,17.08453355,19,1.121872401,1.0,,"t(19) = 1.122, p = 1.000e+00"
1922,NR3 F Order2 - PR1 M Order2,27.0,18.90782505,19,1.427980211,0.999996953,,"t(19) = 1.428, p = 1.000e+00"
1923,NR3 F Order2 - PR2 M Order2,-2.0,18.87246362,19,-0.105974506,1.0,,"t(19) = -0.106, p = 1.000e+00"
1924,NR3 F Order2 - PR3 M Order2,-21.66666667,18.55216291,19,-1.167878202,1.0,,"t(19) = -1.168, p = 1.000e+00"
1925,NR3 F Order2 - PR4 M Order2,-55.0,19.38645153,19,-2.837032858,0.804683541,,"t(19) = -2.837, p = 8.047e-01"
1926,NR3 F Order2 - PR5 M Order2,-60.5,19.06597502,19,-3.173192031,0.622316453,,"t(19) = -3.173, p = 6.223e-01"
1927,NR3 F Order2 - PR6 M Order2,-81.0,18.82444286,19,-4.302916192,0.136549139,,"t(19) = -4.303, p = 1.365e-01"
1928,NR4 F Order2 - NR5 F Order2,-50.33333333,10.01002422,19,-5.028292864,0.038304566,*,"t(19) = -5.028, p = 3.830e-02"
1929,NR4 F Order2 - NR6 F Order2,-47.16666667,9.539300059,19,-4.944457809,0.044626089,*,"t(19) = -4.944, p = 4.463e-02"
1930,NR4 F Order2 - PR0 F Order2,31.16666667,18.55000355,19,1.680143434,0.999848836,,"t(19) = 1.680, p = 9.998e-01"
1931,NR4 F Order2 - PR1 F Order2,5.333333333,20.83800649,19,0.255942589,1.0,,"t(19) = 0.256, p = 1.000e+00"
1932,NR4 F Order2 - PR2 F Order2,-51.83333333,18.79416047,19,-2.757948854,0.841106689,,"t(19) = -2.758, p = 8.411e-01"
1933,NR4 F Order2 - PR3 F Order2,-32.5,15.11791857,19,-2.149766837,0.988673535,,"t(19) = -2.150, p = 9.887e-01"
1934,NR4 F Order2 - PR4 F Order2,-46.33333333,15.40988708,19,-3.006727634,0.716605422,,"t(19) = -3.007, p = 7.166e-01"
1935,NR4 F Order2 - PR5 F Order2,-62.5,15.93823972,19,-3.921386621,0.248484868,,"t(19) = -3.921, p = 2.485e-01"
1936,NR4 F Order2 - PR6 F Order2,-25.0,14.64493006,19,-1.70707541,0.999788623,,"t(19) = -1.707, p = 9.998e-01"
1937,NR4 F Order2 - G0 M Order2,-100.3333333,28.31656883,19,-3.543272984,0.416139183,,"t(19) = -3.543, p = 4.161e-01"
1938,NR4 F Order2 - G1 M Order2,-92.16666667,18.47275535,19,-4.989329688,0.041128316,*,"t(19) = -4.989, p = 4.113e-02"
1939,NR4 F Order2 - G2 M Order2,-7.333333333,23.23278461,19,-0.315645905,1.0,,"t(19) = -0.316, p = 1.000e+00"
1940,NR4 F Order2 - NR0 M Order2,-99.33333333,18.86603278,19,-5.265194568,0.024749311,*,"t(19) = -5.265, p = 2.475e-02"
1941,NR4 F Order2 - NR1 M Order2,-79.66666667,20.06627907,19,-3.970176354,0.231051869,,"t(19) = -3.970, p = 2.311e-01"
1942,NR4 F Order2 - NR2 M Order2,-59.83333333,16.76802513,19,-3.56829936,0.403363644,,"t(19) = -3.568, p = 4.034e-01"
1943,NR4 F Order2 - NR3 M Order2,-56.16666667,17.23742868,19,-3.258413289,0.573164475,,"t(19) = -3.258, p = 5.732e-01"
1944,NR4 F Order2 - NR4 M Order2,-54.83333333,17.26438717,19,-3.176094975,0.620642655,,"t(19) = -3.176, p = 6.206e-01"
1945,NR4 F Order2 - NR5 M Order2,-43.33333333,18.94772742,19,-2.286993705,0.974675298,,"t(19) = -2.287, p = 9.747e-01"
1946,NR4 F Order2 - NR6 M Order2,-39.0,17.12279354,19,-2.277665728,0.975908801,,"t(19) = -2.278, p = 9.759e-01"
1947,NR4 F Order2 - PR0 M Order2,3.333333333,17.11173292,19,0.194798116,1.0,,"t(19) = 0.195, p = 1.000e+00"
1948,NR4 F Order2 - PR1 M Order2,11.16666667,18.93240515,19,0.589817647,1.0,,"t(19) = 0.590, p = 1.000e+00"
1949,NR4 F Order2 - PR2 M Order2,-17.83333333,18.89708972,19,-0.943707925,1.0,,"t(19) = -0.944, p = 1.000e+00"
1950,NR4 F Order2 - PR3 M Order2,-37.5,18.57721361,19,-2.018601971,0.995526331,,"t(19) = -2.019, p = 9.955e-01"
