Unnamed: 0,contrast,estimate,SE,df,t.ratio,p.value,Significance,Test Details
1951,NR4 F Order2 - PR4 M Order2,-70.83333333,19.41042555,19,-3.649241649,0.363549965,,"t(19) = -3.649, p = 3.635e-01"
1952,NR4 F Order2 - PR5 M Order2,-76.33333333,19.0903515,19,-3.998529484,0.221363139,,"t(19) = -3.999, p = 2.214e-01"
1953,NR4 F Order2 - PR6 M Order2,-96.83333333,18.84913171,19,-5.137283502,0.031358023,*,"t(19) = -5.137, p = 3.136e-02"
1954,NR5 F Order2 - NR6 F Order2,3.166666667,5.820261042,19,0.544076399,1.0,,"t(19) = 0.544, p = 1.000e+00"
1955,NR5 F Order2 - PR0 F Order2,81.5,19.21020227,19,4.242537317,0.150746547,,"t(19) = 4.243, p = 1.507e-01"
1956,NR5 F Order2 - PR1 F Order2,55.66666667,20.26033055,19,2.747569519,0.845622004,,"t(19) = 2.748, p = 8.456e-01"
1957,NR5 F Order2 - PR2 F Order2,-1.5,20.00121341,19,-0.07499545,1.0,,"t(19) = -0.075, p = 1.000e+00"
1958,NR5 F Order2 - PR3 F Order2,17.83333333,18.67285298,19,0.955040633,1.0,,"t(19) = 0.955, p = 1.000e+00"
1959,NR5 F Order2 - PR4 F Order2,4.0,19.38219023,19,0.206375025,1.0,,"t(19) = 0.206, p = 1.000e+00"
1960,NR5 F Order2 - PR5 F Order2,-12.16666667,21.03640676,19,-0.578362398,1.0,,"t(19) = -0.578, p = 1.000e+00"
1961,NR5 F Order2 - PR6 F Order2,25.33333333,18.96260555,19,1.33596268,0.999999523,,"t(19) = 1.336, p = 1.000e+00"
1962,NR5 F Order2 - G0 M Order2,-50.0,29.37320854,19,-1.702231471,0.999800795,,"t(19) = -1.702, p = 9.998e-01"
1963,NR5 F Order2 - G1 M Order2,-41.83333333,20.05492458,19,-2.085938202,0.992636044,,"t(19) = -2.086, p = 9.926e-01"
1964,NR5 F Order2 - G2 M Order2,43.0,24.50958161,19,1.754415913,0.999630766,,"t(19) = 1.754, p = 9.996e-01"
1965,NR5 F Order2 - NR0 M Order2,-49.0,20.4177497,19,-2.399872695,0.955866634,,"t(19) = -2.400, p = 9.559e-01"
1966,NR5 F Order2 - NR1 M Order2,-29.33333333,21.53167122,19,-1.362334258,0.999999165,,"t(19) = -1.362, p = 1.000e+00"
1967,NR5 F Order2 - NR2 M Order2,-9.5,18.49659365,19,-0.513608083,1.0,,"t(19) = -0.514, p = 1.000e+00"
1968,NR5 F Order2 - NR3 M Order2,-5.833333333,18.92316721,19,-0.308264112,1.0,,"t(19) = -0.308, p = 1.000e+00"
1969,NR5 F Order2 - NR4 M Order2,-4.5,18.94772742,19,-0.2374955,1.0,,"t(19) = -0.237, p = 1.000e+00"
1970,NR5 F Order2 - NR5 M Order2,7.0,20.49325948,19,0.341575727,1.0,,"t(19) = 0.342, p = 1.000e+00"
1971,NR5 F Order2 - NR6 M Order2,11.33333333,18.81880359,19,0.60223453,1.0,,"t(19) = 0.602, p = 1.000e+00"
1972,NR5 F Order2 - PR0 M Order2,53.66666667,18.80874035,19,2.853283403,0.79678599,,"t(19) = 2.853, p = 7.968e-01"
1973,NR5 F Order2 - PR1 M Order2,61.5,20.4790936,19,3.003062596,0.718618147,,"t(19) = 3.003, p = 7.186e-01"
1974,NR5 F Order2 - PR2 M Order2,32.5,20.44644981,19,1.589517999,0.999955954,,"t(19) = 1.590, p = 1.000e+00"
1975,NR5 F Order2 - PR3 M Order2,12.83333333,20.15118298,19,0.636852603,1.0,,"t(19) = 0.637, p = 1.000e+00"
1976,NR5 F Order2 - PR4 M Order2,-20.5,20.92180513,19,-0.979838971,1.0,,"t(19) = -0.980, p = 1.000e+00"
1977,NR5 F Order2 - PR5 M Order2,-26.0,20.62519892,19,-1.260593903,1.0,,"t(19) = -1.261, p = 1.000e+00"
1978,NR5 F Order2 - PR6 M Order2,-46.5,20.4021341,19,-2.279173334,0.975712517,,"t(19) = -2.279, p = 9.757e-01"
1979,NR6 F Order2 - PR0 F Order2,78.33333333,15.99196618,19,4.898292832,0.048518458,*,"t(19) = 4.898, p = 4.852e-02"
1980,NR6 F Order2 - PR1 F Order2,52.5,17.5484209,19,2.991722179,0.724821236,,"t(19) = 2.992, p = 7.248e-01"
1981,NR6 F Order2 - PR2 F Order2,-4.666666667,17.14340956,19,-0.27221345,1.0,,"t(19) = -0.272, p = 1.000e+00"
1982,NR6 F Order2 - PR3 F Order2,14.66666667,15.8864207,19,0.923220337,1.0,,"t(19) = 0.923, p = 1.000e+00"
1983,NR6 F Order2 - PR4 F Order2,0.833333333,17.05576509,19,0.048859335,1.0,,"t(19) = 0.049, p = 1.000e+00"
1984,NR6 F Order2 - PR5 F Order2,-15.33333333,18.2296911,19,-0.841118659,1.0,,"t(19) = -0.841, p = 1.000e+00"
1985,NR6 F Order2 - PR6 F Order2,22.16666667,17.3957967,19,1.274254181,1.0,,"t(19) = 1.274, p = 1.000e+00"
1986,NR6 F Order2 - G0 M Order2,-53.16666667,28.23046341,19,-1.883308322,0.998595512,,"t(19) = -1.883, p = 9.986e-01"
1987,NR6 F Order2 - G1 M Order2,-45.0,18.34049302,19,-2.453587259,0.944166525,,"t(19) = -2.454, p = 9.442e-01"
1988,NR6 F Order2 - G2 M Order2,39.83333333,23.12775983,19,1.722316974,0.999745955,,"t(19) = 1.722, p = 9.997e-01"
1989,NR6 F Order2 - NR0 M Order2,-52.16666667,18.73654683,19,-2.784219907,0.829394682,,"t(19) = -2.784, p = 8.294e-01"
1990,NR6 F Order2 - NR1 M Order2,-32.5,19.94458698,19,-1.629514817,0.999922498,,"t(19) = -1.630, p = 9.999e-01"
1991,NR6 F Order2 - NR2 M Order2,-12.66666667,16.62220385,19,-0.762032928,1.0,,"t(19) = -0.762, p = 1.000e+00"
1992,NR6 F Order2 - NR3 M Order2,-9.0,17.09561176,19,-0.526450888,1.0,,"t(19) = -0.526, p = 1.000e+00"
1993,NR6 F Order2 - NR4 M Order2,-7.666666667,17.12279354,19,-0.447746254,1.0,,"t(19) = -0.448, p = 1.000e+00"
1994,NR6 F Order2 - NR5 M Order2,3.833333333,18.81880359,19,0.203696973,1.0,,"t(19) = 0.204, p = 1.000e+00"
1995,NR6 F Order2 - NR6 M Order2,8.166666667,16.98001922,19,0.480957445,1.0,,"t(19) = 0.481, p = 1.000e+00"
1996,NR6 F Order2 - PR0 M Order2,50.5,16.96886554,19,2.976038668,0.733335272,,"t(19) = 2.976, p = 7.333e-01"
1997,NR6 F Order2 - PR1 M Order2,58.33333333,18.80337627,19,3.102279745,0.663007864,,"t(19) = 3.102, p = 6.630e-01"
1998,NR6 F Order2 - PR2 M Order2,29.33333333,18.76781804,19,1.562959171,0.999970317,,"t(19) = 1.563, p = 1.000e+00"
1999,NR6 F Order2 - PR3 M Order2,9.666666667,18.4457003,19,0.524060703,1.0,,"t(19) = 0.524, p = 1.000e+00"
2000,NR6 F Order2 - PR4 M Order2,-23.66666667,19.28459525,19,-1.227231703,1.0,,"t(19) = -1.227, p = 1.000e+00"
2001,NR6 F Order2 - PR5 M Order2,-29.16666667,18.96239739,19,-1.538131813,0.999979777,,"t(19) = -1.538, p = 1.000e+00"
2002,NR6 F Order2 - PR6 M Order2,-49.66666667,18.71952885,19,-2.65320068,0.883586471,,"t(19) = -2.653, p = 8.836e-01"
2003,PR0 F Order2 - PR1 F Order2,-25.83333333,11.61761619,19,-2.223634601,0.982195701,,"t(19) = -2.224, p = 9.822e-01"
2004,PR0 F Order2 - PR2 F Order2,-83.0,13.18923227,19,-6.29301223,0.003583286,**,"t(19) = -6.293, p = 3.583e-03"
2005,PR0 F Order2 - PR3 F Order2,-63.66666667,20.06093787,19,-3.173663519,0.622044623,,"t(19) = -3.174, p = 6.220e-01"
2006,PR0 F Order2 - PR4 F Order2,-77.5,21.11113727,19,-3.671048082,0.353238364,,"t(19) = -3.671, p = 3.532e-01"
2007,PR0 F Order2 - PR5 F Order2,-93.66666667,20.544496,19,-4.55920976,0.088490313,,"t(19) = -4.559, p = 8.849e-02"
2008,PR0 F Order2 - PR6 F Order2,-56.16666667,19.30453087,19,-2.909506946,0.768497106,,"t(19) = -2.910, p = 7.685e-01"
2009,PR0 F Order2 - G0 M Order2,-131.5,28.22375612,19,-4.659195589,0.074324476,,"t(19) = -4.659, p = 7.432e-02"
2010,PR0 F Order2 - G1 M Order2,-123.3333333,18.33016719,19,-6.728434719,0.00158515,**,"t(19) = -6.728, p = 1.585e-03"
2011,PR0 F Order2 - G2 M Order2,-38.5,23.11957223,19,-1.665255725,0.999875144,,"t(19) = -1.665, p = 9.999e-01"
2012,PR0 F Order2 - NR0 M Order2,-130.5,18.72643939,19,-6.968756702,0.001014987,**,"t(19) = -6.969, p = 1.015e-03"
2013,PR0 F Order2 - NR1 M Order2,-110.8333333,19.93509204,19,-5.559710138,0.014273495,*,"t(19) = -5.560, p = 1.427e-02"
2014,PR0 F Order2 - NR2 M Order2,-91.0,16.61080991,19,-5.478360206,0.016626902,*,"t(19) = -5.478, p = 1.663e-02"
2015,PR0 F Order2 - NR3 M Order2,-87.33333333,17.08453355,19,-5.111835982,0.032862432,*,"t(19) = -5.112, p = 3.286e-02"
2016,PR0 F Order2 - NR4 M Order2,-86.0,17.11173292,19,-5.025791391,0.038480144,*,"t(19) = -5.026, p = 3.848e-02"
2017,PR0 F Order2 - NR5 M Order2,-74.5,18.80874035,19,-3.960924476,0.234283414,,"t(19) = -3.961, p = 2.343e-01"
2018,PR0 F Order2 - NR6 M Order2,-70.16666667,16.96886554,19,-4.135024024,0.179133988,,"t(19) = -4.135, p = 1.791e-01"
2019,PR0 F Order2 - PR0 M Order2,-27.83333333,16.95770452,19,-1.641338502,0.999908996,,"t(19) = -1.641, p = 9.999e-01"
2020,PR0 F Order2 - PR1 M Order2,-20.0,18.79330477,19,-1.064208783,1.0,,"t(19) = -1.064, p = 1.000e+00"
2021,PR0 F Order2 - PR2 M Order2,-49.0,18.75772745,19,-2.612256742,0.898239278,,"t(19) = -2.612, p = 8.982e-01"
2022,PR0 F Order2 - PR3 M Order2,-68.66666667,18.4354334,19,-3.724711276,0.328648491,,"t(19) = -3.725, p = 3.286e-01"
2023,PR0 F Order2 - PR4 M Order2,-102.0,19.2747752,19,-5.291890512,0.023551475,*,"t(19) = -5.292, p = 2.355e-02"
2024,PR0 F Order2 - PR5 M Order2,-107.5,18.95241039,19,-5.672101742,0.011554062,*,"t(19) = -5.672, p = 1.155e-02"
2025,PR0 F Order2 - PR6 M Order2,-128.0,18.70941221,19,-6.841476288,0.001284703,**,"t(19) = -6.841, p = 1.285e-03"
2026,PR1 F Order2 - PR2 F Order2,-57.16666667,13.10596712,19,-4.361880823,0.123815363,,"t(19) = -4.362, p = 1.238e-01"
2027,PR1 F Order2 - PR3 F Order2,-37.83333333,19.72430596,19,-1.918107203,0.998066193,,"t(19) = -1.918, p = 9.981e-01"
2028,PR1 F Order2 - PR4 F Order2,-51.66666667,20.82974706,19,-2.480426984,0.937607259,,"t(19) = -2.480, p = 9.376e-01"
2029,PR1 F Order2 - PR5 F Order2,-67.83333333,22.04739048,19,-3.076705763,0.677533076,,"t(19) = -3.077, p = 6.775e-01"
2030,PR1 F Order2 - PR6 F Order2,-30.33333333,20.29144376,19,-1.494882951,0.999990003,,"t(19) = -1.495, p = 1.000e+00"
2031,PR1 F Order2 - G0 M Order2,-105.6666667,29.36332697,19,-3.598593129,0.388186622,,"t(19) = -3.599, p = 3.882e-01"
2032,PR1 F Order2 - G1 M Order2,-97.5,20.04044886,19,-4.865160489,0.051507676,,"t(19) = -4.865, p = 5.151e-02"
2033,PR1 F Order2 - G2 M Order2,-12.66666667,24.49773829,19,-0.517054534,1.0,,"t(19) = -0.517, p = 1.000e+00"
2034,PR1 F Order2 - NR0 M Order2,-104.6666667,20.4035314,19,-5.12983094,0.031791594,*,"t(19) = -5.130, p = 3.179e-02"
2035,PR1 F Order2 - NR1 M Order2,-85.0,21.51818896,19,-3.950146555,0.238091672,,"t(19) = -3.950, p = 2.381e-01"
2036,PR1 F Order2 - NR2 M Order2,-65.16666667,18.48089736,19,-3.526163551,0.424992119,,"t(19) = -3.526, p = 4.250e-01"
2037,PR1 F Order2 - NR3 M Order2,-61.5,18.90782505,19,-3.252621592,0.576498194,,"t(19) = -3.253, p = 5.765e-01"
2038,PR1 F Order2 - NR4 M Order2,-60.16666667,18.93240515,19,-3.177972697,0.619559807,,"t(19) = -3.178, p = 6.196e-01"
2039,PR1 F Order2 - NR5 M Order2,-48.66666667,20.4790936,19,-2.376407257,0.960399758,,"t(19) = -2.376, p = 9.604e-01"
2040,PR1 F Order2 - NR6 M Order2,-44.33333333,18.80337627,19,-2.357732606,0.963765428,,"t(19) = -2.358, p = 9.638e-01"
2041,PR1 F Order2 - PR0 M Order2,-2.0,18.79330477,19,-0.106420878,1.0,,"t(19) = -0.106, p = 1.000e+00"
2042,PR1 F Order2 - PR1 M Order2,5.833333333,20.46491792,19,0.285040642,1.0,,"t(19) = 0.285, p = 1.000e+00"
2043,PR1 F Order2 - PR2 M Order2,-23.16666667,20.43225148,19,-1.133828383,1.0,,"t(19) = -1.134, p = 1.000e+00"
2044,PR1 F Order2 - PR3 M Order2,-42.83333333,20.13677646,19,-2.127119672,0.990235079,,"t(19) = -2.127, p = 9.902e-01"
2045,PR1 F Order2 - PR4 M Order2,-76.16666667,20.90792961,19,-3.642955955,0.366555799,,"t(19) = -3.643, p = 3.666e-01"
2046,PR1 F Order2 - PR5 M Order2,-81.66666667,20.61112372,19,-3.962261727,0.233814193,,"t(19) = -3.962, p = 2.338e-01"
2047,PR1 F Order2 - PR6 M Order2,-102.1666667,20.38790491,19,-5.011141023,0.039524,*,"t(19) = -5.011, p = 3.952e-02"
2048,PR2 F Order2 - PR3 F Order2,19.33333333,13.04620668,19,1.481912237,0.999991983,,"t(19) = 1.482, p = 1.000e+00"
2049,PR2 F Order2 - PR4 F Order2,5.5,15.18945656,19,0.36209327,1.0,,"t(19) = 0.362, p = 1.000e+00"
2050,PR2 F Order2 - PR5 F Order2,-10.66666667,16.49318484,19,-0.646731773,1.0,,"t(19) = -0.647, p = 1.000e+00"
2051,PR2 F Order2 - PR6 F Order2,26.83333333,15.99214902,19,1.677906659,0.999853077,,"t(19) = 1.678, p = 9.999e-01"
2052,PR2 F Order2 - G0 M Order2,-48.5,29.34056928,19,-1.653001328,0.99989367,,"t(19) = -1.653, p = 9.999e-01"
2053,PR2 F Order2 - G1 M Order2,-40.33333333,20.00708939,19,-2.015952073,0.995617567,,"t(19) = -2.016, p = 9.956e-01"
2054,PR2 F Order2 - G2 M Order2,44.5,24.47045599,19,1.818519443,0.999259526,,"t(19) = 1.819, p = 9.993e-01"
2055,PR2 F Order2 - NR0 M Order2,-47.5,20.37076652,19,-2.331772835,0.96809901,,"t(19) = -2.332, p = 9.681e-01"
2056,PR2 F Order2 - NR1 M Order2,-27.83333333,21.48712385,19,-1.295349416,1.0,,"t(19) = -1.295, p = 1.000e+00"
2057,PR2 F Order2 - NR2 M Order2,-8.0,18.44471746,19,-0.43372852,1.0,,"t(19) = -0.434, p = 1.000e+00"
2058,PR2 F Order2 - NR3 M Order2,-4.333333333,18.87246362,19,-0.229611429,1.0,,"t(19) = -0.230, p = 1.000e+00"
2059,PR2 F Order2 - NR4 M Order2,-3.0,18.89708972,19,-0.158754604,1.0,,"t(19) = -0.159, p = 1.000e+00"
2060,PR2 F Order2 - NR5 M Order2,8.5,20.44644981,19,0.415720092,1.0,,"t(19) = 0.416, p = 1.000e+00"
2061,PR2 F Order2 - NR6 M Order2,12.83333333,18.76781804,19,0.683794637,1.0,,"t(19) = 0.684, p = 1.000e+00"
2062,PR2 F Order2 - PR0 M Order2,55.16666667,18.75772745,19,2.941010141,0.752053716,,"t(19) = 2.941, p = 7.521e-01"
2063,PR2 F Order2 - PR1 M Order2,63.0,20.43225148,19,3.08336064,0.673763657,,"t(19) = 3.083, p = 6.738e-01"
2064,PR2 F Order2 - PR2 M Order2,34.0,20.39953273,19,1.666704843,0.999872775,,"t(19) = 1.667, p = 9.999e-01"
2065,PR2 F Order2 - PR3 M Order2,14.33333333,20.10357683,19,0.712974286,1.0,,"t(19) = 0.713, p = 1.000e+00"
2066,PR2 F Order2 - PR4 M Order2,-19.0,20.8759564,19,-0.910137942,1.0,,"t(19) = -0.910, p = 1.000e+00"
2067,PR2 F Order2 - PR5 M Order2,-24.5,20.57868937,19,-1.19055201,1.0,,"t(19) = -1.191, p = 1.000e+00"
2068,PR2 F Order2 - PR6 M Order2,-45.0,20.35511488,19,-2.21074655,0.983491689,,"t(19) = -2.211, p = 9.835e-01"
2069,PR3 F Order2 - PR4 F Order2,-13.83333333,8.598398464,19,-1.608826736,0.999941892,,"t(19) = -1.609, p = 9.999e-01"
2070,PR3 F Order2 - PR5 F Order2,-30.0,10.48270645,19,-2.861856348,0.79256714,,"t(19) = -2.862, p = 7.926e-01"
2071,PR3 F Order2 - PR6 F Order2,7.5,12.04262653,19,0.622787727,1.0,,"t(19) = 0.623, p = 1.000e+00"
2072,PR3 F Order2 - G0 M Order2,-67.83333333,29.13557742,19,-2.32819595,0.968665425,,"t(19) = -2.328, p = 9.687e-01"
2073,PR3 F Order2 - G1 M Order2,-59.66666667,19.7052402,19,-3.027959369,0.704873467,,"t(19) = -3.028, p = 7.049e-01"
2074,PR3 F Order2 - G2 M Order2,25.16666667,24.22428703,19,1.038902265,1.0,,"t(19) = 1.039, p = 1.000e+00"
2075,PR3 F Order2 - NR0 M Order2,-66.83333333,20.07438652,19,-3.329283974,0.532624544,,"t(19) = -3.329, p = 5.326e-01"
2076,PR3 F Order2 - NR1 M Order2,-47.16666667,21.2063518,19,-2.224176375,0.98213958,,"t(19) = -2.224, p = 9.821e-01"
2077,PR3 F Order2 - NR2 M Order2,-27.33333333,18.1168559,19,-1.508723891,0.99998741,,"t(19) = -1.509, p = 1.000e+00"
2078,PR3 F Order2 - NR3 M Order2,-23.66666667,18.55216291,19,-1.275682344,1.0,,"t(19) = -1.276, p = 1.000e+00"
2079,PR3 F Order2 - NR4 M Order2,-22.33333333,18.57721361,19,-1.202189618,1.0,,"t(19) = -1.202, p = 1.000e+00"
2080,PR3 F Order2 - NR5 M Order2,-10.83333333,20.15118298,19,-0.537602847,1.0,,"t(19) = -0.538, p = 1.000e+00"
2081,PR3 F Order2 - NR6 M Order2,-6.5,18.4457003,19,-0.352385645,1.0,,"t(19) = -0.352, p = 1.000e+00"
2082,PR3 F Order2 - PR0 M Order2,35.83333333,18.4354334,19,1.94372069,0.997577363,,"t(19) = 1.944, p = 9.976e-01"
2083,PR3 F Order2 - PR1 M Order2,43.66666667,20.13677646,19,2.168503323,0.987239603,,"t(19) = 2.169, p = 9.872e-01"
2084,PR3 F Order2 - PR2 M Order2,14.66666667,20.10357683,19,0.729555083,1.0,,"t(19) = 0.730, p = 1.000e+00"
2085,PR3 F Order2 - PR3 M Order2,-5.0,19.80319839,19,-0.252484467,1.0,,"t(19) = -0.252, p = 1.000e+00"
2086,PR3 F Order2 - PR4 M Order2,-38.33333333,20.58685068,19,-1.862029988,0.998854271,,"t(19) = -1.862, p = 9.989e-01"
2087,PR3 F Order2 - PR5 M Order2,-43.83333333,20.28534746,19,-2.160837196,0.987842422,,"t(19) = -2.161, p = 9.878e-01"
2088,PR3 F Order2 - PR6 M Order2,-64.33333333,20.05850361,19,-3.207284779,0.602644871,,"t(19) = -3.207, p = 6.026e-01"
2089,PR4 F Order2 - PR5 F Order2,-16.16666667,8.049826557,19,-2.008324844,0.995871721,,"t(19) = -2.008, p = 9.959e-01"
2090,PR4 F Order2 - PR6 F Order2,21.33333333,11.31582755,19,1.885264974,0.998569413,,"t(19) = 1.885, p = 9.986e-01"
2091,PR4 F Order2 - G0 M Order2,-54.0,29.67378685,19,-1.819787959,0.999249749,,"t(19) = -1.820, p = 9.992e-01"
2092,PR4 F Order2 - G1 M Order2,-45.83333333,20.49263882,19,-2.236575472,0.980818144,,"t(19) = -2.237, p = 9.808e-01"
2093,PR4 F Order2 - G2 M Order2,39.0,24.86901358,19,1.568216603,0.999967864,,"t(19) = 1.568, p = 1.000e+00"
2094,PR4 F Order2 - NR0 M Order2,-53.0,20.84784758,19,-2.542228871,0.920641849,,"t(19) = -2.542, p = 9.206e-01"
2095,PR4 F Order2 - NR1 M Order2,-33.33333333,21.93994328,19,-1.519298975,0.999985034,,"t(19) = -1.519, p = 1.000e+00"
2096,PR4 F Order2 - NR2 M Order2,-13.5,18.97029842,19,-0.711638779,1.0,,"t(19) = -0.712, p = 1.000e+00"
2097,PR4 F Order2 - NR3 M Order2,-9.833333333,19.38645153,19,-0.507227087,1.0,,"t(19) = -0.507, p = 1.000e+00"
2098,PR4 F Order2 - NR4 M Order2,-8.5,19.41042555,19,-0.437908998,1.0,,"t(19) = -0.438, p = 1.000e+00"
2099,PR4 F Order2 - NR5 M Order2,3.0,20.92180513,19,0.143391069,1.0,,"t(19) = 0.143, p = 1.000e+00"
2100,PR4 F Order2 - NR6 M Order2,7.333333333,19.28459525,19,0.380268978,1.0,,"t(19) = 0.380, p = 1.000e+00"
2101,PR4 F Order2 - PR0 M Order2,49.66666667,19.2747752,19,2.576770216,0.910014188,,"t(19) = 2.577, p = 9.100e-01"
2102,PR4 F Order2 - PR1 M Order2,57.5,20.90792961,19,2.750152745,0.844504257,,"t(19) = 2.750, p = 8.445e-01"
2103,PR4 F Order2 - PR2 M Order2,28.5,20.8759564,19,1.365206913,0.999999114,,"t(19) = 1.365, p = 1.000e+00"
2104,PR4 F Order2 - PR3 M Order2,8.833333333,20.58685068,19,0.429076476,1.0,,"t(19) = 0.429, p = 1.000e+00"
2105,PR4 F Order2 - PR4 M Order2,-24.5,21.34174724,19,-1.147984732,1.0,,"t(19) = -1.148, p = 1.000e+00"
2106,PR4 F Order2 - PR5 M Order2,-30.0,21.05105879,19,-1.425106466,0.999997113,,"t(19) = -1.425, p = 1.000e+00"
2107,PR4 F Order2 - PR6 M Order2,-50.5,20.83255437,19,-2.424090637,0.950823316,,"t(19) = -2.424, p = 9.508e-01"
2108,PR5 F Order2 - PR6 F Order2,37.5,11.73661985,19,3.195127768,0.609661907,,"t(19) = 3.195, p = 6.097e-01"
2109,PR5 F Order2 - G0 M Order2,-37.83333333,29.46541237,19,-1.283991307,1.0,,"t(19) = -1.284, p = 1.000e+00"
2110,PR5 F Order2 - G1 M Order2,-29.66666667,20.18972873,19,-1.46939402,0.999993549,,"t(19) = -1.469, p = 1.000e+00"
2111,PR5 F Order2 - G2 M Order2,55.16666667,24.62000684,19,2.240725075,0.980359822,,"t(19) = 2.241, p = 9.804e-01"
2112,PR5 F Order2 - NR0 M Order2,-36.83333333,20.55017394,19,-1.792361147,0.999438163,,"t(19) = -1.792, p = 9.994e-01"
2113,PR5 F Order2 - NR1 M Order2,-17.16666667,21.65728542,19,-0.792650895,1.0,,"t(19) = -0.793, p = 1.000e+00"
2114,PR5 F Order2 - NR2 M Order2,2.666666667,18.64266941,19,0.143041032,1.0,,"t(19) = 0.143, p = 1.000e+00"
2115,PR5 F Order2 - NR3 M Order2,6.333333333,19.06597502,19,0.332179882,1.0,,"t(19) = 0.332, p = 1.000e+00"
2116,PR5 F Order2 - NR4 M Order2,7.666666667,19.0903515,19,0.401599031,1.0,,"t(19) = 0.402, p = 1.000e+00"
2117,PR5 F Order2 - NR5 M Order2,19.16666667,20.62519892,19,0.929283967,1.0,,"t(19) = 0.929, p = 1.000e+00"
2118,PR5 F Order2 - NR6 M Order2,23.5,18.96239739,19,1.239294775,1.0,,"t(19) = 1.239, p = 1.000e+00"
2119,PR5 F Order2 - PR0 M Order2,65.83333333,18.95241039,19,3.473612695,0.452751165,,"t(19) = 3.474, p = 4.528e-01"
2120,PR5 F Order2 - PR1 M Order2,73.66666667,20.61112372,19,3.574121803,0.400421809,,"t(19) = 3.574, p = 4.004e-01"
2121,PR5 F Order2 - PR2 M Order2,44.66666667,20.57868937,19,2.170530196,0.987076409,,"t(19) = 2.171, p = 9.871e-01"
2122,PR5 F Order2 - PR3 M Order2,25.0,20.28534746,19,1.232416652,1.0,,"t(19) = 1.232, p = 1.000e+00"
2123,PR5 F Order2 - PR4 M Order2,-8.333333333,21.05105879,19,-0.395862907,1.0,,"t(19) = -0.396, p = 1.000e+00"
2124,PR5 F Order2 - PR5 M Order2,-13.83333333,20.75629968,19,-0.666464329,1.0,,"t(19) = -0.666, p = 1.000e+00"
2125,PR5 F Order2 - PR6 M Order2,-34.33333333,20.53465905,19,-1.671969973,0.999863828,,"t(19) = -1.672, p = 9.999e-01"
2126,PR6 F Order2 - G0 M Order2,-75.33333333,29.3097044,19,-2.570252238,0.912082707,,"t(19) = -2.570, p = 9.121e-01"
2127,PR6 F Order2 - G1 M Order2,-67.16666667,19.96179831,19,-3.36476031,0.512587605,,"t(19) = -3.365, p = 5.126e-01"
2128,PR6 F Order2 - G2 M Order2,17.66666667,24.43343984,19,0.723052783,1.0,,"t(19) = 0.723, p = 1.000e+00"
2129,PR6 F Order2 - NR0 M Order2,-74.33333333,20.32628581,19,-3.657005222,0.359858024,,"t(19) = -3.657, p = 3.599e-01"
2130,PR6 F Order2 - NR1 M Order2,-54.66666667,21.44495879,19,-2.549161657,0.918574876,,"t(19) = -2.549, p = 9.186e-01"
2131,PR6 F Order2 - NR2 M Order2,-34.83333333,18.39558013,19,-1.893570797,0.998454008,,"t(19) = -1.894, p = 9.985e-01"
2132,PR6 F Order2 - NR3 M Order2,-31.16666667,18.82444286,19,-1.655648823,0.999889888,,"t(19) = -1.656, p = 9.999e-01"
2133,PR6 F Order2 - NR4 M Order2,-29.83333333,18.84913171,19,-1.58274311,0.999960112,,"t(19) = -1.583, p = 1.000e+00"
2134,PR6 F Order2 - NR5 M Order2,-18.33333333,20.4021341,19,-0.898598805,1.0,,"t(19) = -0.899, p = 1.000e+00"
2135,PR6 F Order2 - NR6 M Order2,-14.0,18.71952885,19,-0.747882071,1.0,,"t(19) = -0.748, p = 1.000e+00"
2136,PR6 F Order2 - PR0 M Order2,28.33333333,18.70941221,19,1.514389282,0.999986183,,"t(19) = 1.514, p = 1.000e+00"
2137,PR6 F Order2 - PR1 M Order2,36.16666667,20.38790491,19,1.773927572,0.999540469,,"t(19) = 1.774, p = 9.995e-01"
2138,PR6 F Order2 - PR2 M Order2,7.166666667,20.35511488,19,0.352081858,1.0,,"t(19) = 0.352, p = 1.000e+00"
2139,PR6 F Order2 - PR3 M Order2,-12.5,20.05850361,19,-0.623177094,1.0,,"t(19) = -0.623, p = 1.000e+00"
2140,PR6 F Order2 - PR4 M Order2,-45.83333333,20.83255437,19,-2.200082261,0.984508565,,"t(19) = -2.200, p = 9.845e-01"
2141,PR6 F Order2 - PR5 M Order2,-51.33333333,20.53465905,19,-2.4998386,0.93256014,,"t(19) = -2.500, p = 9.326e-01"
2142,PR6 F Order2 - PR6 M Order2,-71.83333333,20.31059989,19,-3.536741097,0.419507799,,"t(19) = -3.537, p = 4.195e-01"
2143,G0 M Order2 - G1 M Order2,8.166666667,32.405445,19,0.252015261,1.0,,"t(19) = 0.252, p = 1.000e+00"
2144,G0 M Order2 - G2 M Order2,93.0,27.45101432,19,3.387852956,0.499668075,,"t(19) = 3.388, p = 4.997e-01"
2145,G0 M Order2 - NR0 M Order2,1.0,33.28233379,19,0.03004597,1.0,,"t(19) = 0.030, p = 1.000e+00"
2146,G0 M Order2 - NR1 M Order2,20.66666667,30.3299304,19,0.681395123,1.0,,"t(19) = 0.681, p = 1.000e+00"
2147,G0 M Order2 - NR2 M Order2,40.5,28.39871713,19,1.426120758,0.999997057,,"t(19) = 1.426, p = 1.000e+00"
