"sex","order","hour","term","group1","group2","null.value","estimate","conf.low","conf.high","p.adj","p.adj.signif"
"F","1","18","diet","NR","PR",0,3.54285714285714,-2.23334294477411,9.31905723048839,0.195,"ns"
"F","1","19","diet","NR","PR",0,1.42857142857143,-1.75481219552123,4.61195505266409,0.331,"ns"
"F","1","20","diet","NR","PR",0,2.48571428571429,-1.95608553772129,6.92751410914986,0.233,"ns"
"F","1","21","diet","NR","PR",0,1.25714285714286,-2.54772832485929,5.062014039145,0.468,"ns"
"F","1","22","diet","NR","PR",0,-2.94285714285714,-5.95960818958622,0.0738939038719346,0.0546,"ns"
"F","1","23","diet","NR","PR",0,1.62857142857143,-3.71062067325755,6.96776353040041,0.502,"ns"
"M","1","0","diet","NR","PR",0,-0.547619047619047,-3.63270252683166,2.53746443159357,0.701,"ns"
"M","1","1","diet","NR","PR",0,0.714285714285715,-1.81930560487669,3.24787703344812,0.544,"ns"
"M","1","2","diet","NR","PR",0,2.26190476190476,0.42340124957174,4.10040827423779,0.0208,"*"
"M","1","3","diet","NR","PR",0,-2.07142857142857,-3.96899126467224,-0.173865878184904,0.0353,"*"
"M","1","4","diet","NR","PR",0,-0.142857142857142,-2.25638894787301,1.97067466215872,0.883,"ns"
"M","1","5","diet","NR","PR",0,1.33333333333333,-0.719401582211491,3.38606824887816,0.178,"ns"
"M","1","6","diet","NR","PR",0,0.0952380952380958,-2.39374938601639,2.58422557649259,0.934,"ns"
"M","1","7","diet","NR","PR",0,1.0952380952381,-0.991491562705042,3.18196775318123,0.269,"ns"
"M","1","8","diet","NR","PR",0,-0.952380952380952,-2.37667726250883,0.471915357746925,0.167,"ns"
"M","1","9","diet","NR","PR",0,0.523809523809524,-1.4343374133862,2.48195646100525,0.564,"ns"
"M","1","10","diet","NR","PR",0,-0.309523809523808,-2.03037021466782,1.41132259562021,0.697,"ns"
"M","1","11","diet","NR","PR",0,0.261904761904761,-1.24552585812237,1.76933538193189,0.707,"ns"
"M","1","12","diet","NR","PR",0,-0.30952380952381,-2.08447171661676,1.46542409756913,0.706,"ns"
"M","1","13","diet","NR","PR",0,2.78571428571429,0.0660069937841552,5.50542157764442,0.0456,"*"
"M","1","14","diet","NR","PR",0,0.238095238095241,-2.54816439027686,3.02435486646734,0.853,"ns"
"M","1","15","diet","NR","PR",0,-2.04761904761905,-6.17237537131937,2.07713727608128,0.295,"ns"
"M","1","16","diet","NR","PR",0,-0.738095238095237,-3.03404218713964,1.55785171094916,0.49,"ns"
"M","1","17","diet","NR","PR",0,-0.952380952380949,-3.95208122343263,2.04731931867073,0.495,"ns"
"M","1","18","diet","NR","PR",0,-0.714285714285712,-3.83176679348763,2.40319536491621,0.621,"ns"
"M","1","19","diet","NR","PR",0,0.0952380952380949,-2.56493651581736,2.75541270629355,0.938,"ns"
"M","1","20","diet","NR","PR",0,1.85714285714286,-0.901709274144024,4.61599498842974,0.165,"ns"
"M","1","21","diet","NR","PR",0,-0.785714285714286,-3.44133570373062,1.86990713230205,0.525,"ns"
"M","1","22","diet","NR","PR",0,2.02380952380952,0.066668939498475,3.98095010812057,0.044,"*"
"M","1","23","diet","NR","PR",0,-2.92857142857143,-6.08293856185368,0.225795704710825,0.0654,"ns"
"F","2","0","diet","NR","PR",0,-0.57142857142857,-2.73860917829567,1.59575203543853,0.57,"ns"
"F","2","1","diet","NR","PR",0,-0.904761904761905,-2.72742987006488,0.917906060541069,0.295,"ns"
"F","2","2","diet","NR","PR",0,1.26190476190476,-1.62096274816709,4.14477227197662,0.352,"ns"
"F","2","3","diet","NR","PR",0,-1.78571428571429,-5.20517460656477,1.6337460351362,0.272,"ns"
"F","2","4","diet","NR","PR",0,-0.999999999999998,-3.81999475877045,1.81999475877045,0.448,"ns"
"F","2","5","diet","NR","PR",0,-1.73809523809524,-4.56178024251863,1.08558976632815,0.2,"ns"
"F","2","6","diet","NR","PR",0,-0.547619047619047,-3.19304691917395,2.09780882393586,0.654,"ns"
"F","2","7","diet","NR","PR",0,-0.714285714285714,-1.79787601771926,0.369304589147836,0.173,"ns"
"F","2","8","diet","NR","PR",0,-1.57142857142857,-3.66650356608544,0.523646423228296,0.126,"ns"
"F","2","9","diet","NR","PR",0,-0.285714285714285,-1.75015045205348,1.17872188062491,0.673,"ns"
"F","2","10","diet","NR","PR",0,-0.785714285714285,-3.33624474662292,1.76481617519435,0.508,"ns"
"F","2","11","diet","NR","PR",0,-0.69047619047619,-4.05751771759946,2.67656533664708,0.657,"ns"
"F","2","12","diet","NR","PR",0,-0.809523809523807,-5.22404935252696,3.60500173347934,0.691,"ns"
"F","2","13","diet","NR","PR",0,-1.95238095238095,-4.98176993312465,1.07700802836275,0.182,"ns"
"F","2","14","diet","NR","PR",0,-0.499999999999996,-2.50487580402226,1.50487580402227,0.591,"ns"
"F","2","15","diet","NR","PR",0,-0.809523809523807,-4.51443875943306,2.89539114038545,0.637,"ns"
"F","2","16","diet","NR","PR",0,-0.738095238095234,-3.85476370908082,2.37857323289035,0.609,"ns"
"F","2","17","diet","NR","PR",0,-0.928571428571429,-5.67032708315986,3.813184226017,0.672,"ns"
"F","2","18","diet","NR","PR",0,1.19047619047619,-2.47503177436822,4.85598415532061,0.486,"ns"
"F","2","19","diet","NR","PR",0,1.07142857142857,-3.11125922935309,5.25411637221023,0.581,"ns"
"F","2","20","diet","NR","PR",0,1.78571428571429,-1.4705063700892,5.04193494151777,0.25,"ns"
"F","2","21","diet","NR","PR",0,1.35714285714286,-1.95868849078955,4.67297420507527,0.383,"ns"
"F","2","22","diet","NR","PR",0,-1.35714285714285,-4.60505548944282,1.89076977515711,0.374,"ns"
"F","2","23","diet","NR","PR",0,0.166666666666671,-3.02318976622801,3.35652309956135,0.91,"ns"
"M","2","0","diet","NR","PR",0,0.857142857142856,-2.42961776762096,4.14390348190668,0.574,"ns"
"M","2","1","diet","NR","PR",0,0.714285714285715,-2.08909302187343,3.51766445044486,0.583,"ns"
"M","2","2","diet","NR","PR",0,-0.166666666666666,-4.08360726255809,3.75027392922476,0.926,"ns"
"M","2","3","diet","NR","PR",0,-2.71428571428571,-5.21230274625952,-0.216268682311906,0.036,"*"
"M","2","4","diet","NR","PR",0,-2.52380952380953,-5.86087716470344,0.813258117084391,0.123,"ns"
"M","2","5","diet","NR","PR",0,-2.07142857142857,-3.90010865189895,-0.242748490958195,0.0302,"*"
"M","2","6","diet","NR","PR",0,0.0714285714285712,-2.44846244146633,2.59131958432348,0.951,"ns"
"M","2","7","diet","NR","PR",0,-0.5,-2.13977997562163,1.13977997562163,0.512,"ns"
"M","2","8","diet","NR","PR",0,0.0952380952380967,-1.96051091577929,2.15098710625549,0.92,"ns"
"M","2","9","diet","NR","PR",0,1.45238095238095,-0.68669654864517,3.59145845340707,0.161,"ns"
"M","2","10","diet","NR","PR",0,0.452380952380953,-1.35275423849778,2.25751614325968,0.589,"ns"
"M","2","11","diet","NR","PR",0,-1.38095238095238,-3.65534644762958,0.893441685724816,0.206,"ns"
"M","2","12","diet","NR","PR",0,0.547619047619047,-2.63234030561395,3.72757840085205,0.709,"ns"
"M","2","13","diet","NR","PR",0,-3.02380952380953,-6.76884412093876,0.721225073319706,0.102,"ns"
"M","2","14","diet","NR","PR",0,-4.71428571428571,-9.26938036260395,-0.159191065967462,0.0438,"*"
"M","2","15","diet","NR","PR",0,-2.64285714285714,-7.58753348136502,2.30181919565074,0.261,"ns"
"M","2","16","diet","NR","PR",0,-2.52380952380952,-7.03868947045277,1.99107042283373,0.241,"ns"
"M","2","17","diet","NR","PR",0,-2.59523809523809,-6.8610734926446,1.67059730216841,0.205,"ns"
"M","2","18","diet","NR","PR",0,-1.19047619047619,-5.62154655811239,3.24059417716001,0.563,"ns"
"M","2","19","diet","NR","PR",0,1.16666666666667,-2.77519912456307,5.10853245789641,0.524,"ns"
"M","2","20","diet","NR","PR",0,-1.11904761904762,-3.7725486108092,1.53445337271396,0.37,"ns"
"M","2","21","diet","NR","PR",0,-0.0476190476190474,-3.45347190187666,3.35823380663856,0.976,"ns"
"M","2","22","diet","NR","PR",0,0.857142857142859,-2.95573898337221,4.67002469765793,0.627,"ns"
"M","2","23","diet","NR","PR",0,-0.0476190476190474,-2.60244936624889,2.5072112710108,0.968,"ns"
