mouse_id,sex,order,hour,PR,NR
FEDXB05,F,2.0,8,0.2857142857142857,0.5714285714285714
FEDXB05,F,2.0,9,1.0,0.8571428571428571
FEDXB05,F,2.0,10,0.5714285714285714,1.4285714285714286
FEDXB05,F,2.0,11,1.2857142857142858,0.7142857142857143
FEDXB05,F,2.0,12,2.2857142857142856,1.4285714285714286
FEDXB05,F,2.0,13,4.0,4.142857142857143
FEDXB05,F,2.0,14,5.285714285714286,4.285714285714286
FEDXB05,F,2.0,15,3.857142857142857,2.142857142857143
FEDXB05,F,2.0,16,3.7142857142857144,3.4285714285714284
FEDXB05,F,2.0,17,3.857142857142857,2.142857142857143
FEDXB05,F,2.0,18,3.7142857142857144,3.0
FEDXB05,F,2.0,19,2.857142857142857,2.2857142857142856
FEDXB05,F,2.0,20,1.1428571428571428,1.5714285714285714
FEDXB05,F,2.0,21,0.8571428571428571,1.7142857142857142
FEDXB05,F,2.0,22,1.0,1.0
FEDXB05,F,2.0,23,2.4285714285714284,1.8571428571428572
FEDXB06,F,2.0,0,1.4285714285714286,1.4285714285714286
FEDXB06,F,2.0,1,0.5714285714285714,0.7142857142857143
FEDXB06,F,2.0,2,2.0,2.2857142857142856
FEDXB06,F,2.0,3,2.142857142857143,2.4285714285714284
FEDXB06,F,2.0,4,1.0,1.5714285714285714
FEDXB06,F,2.0,5,1.0,1.7142857142857142
FEDXB06,F,2.0,6,0.14285714285714285,1.2857142857142858
FEDXB06,F,2.0,7,0.5714285714285714,0.42857142857142855
FEDXB06,F,2.0,8,0.5714285714285714,1.7142857142857142
FEDXB06,F,2.0,9,1.0,0.7142857142857143
FEDXB06,F,2.0,10,1.4285714285714286,0.7142857142857143
FEDXB06,F,2.0,11,1.8571428571428572,1.0
FEDXB06,F,2.0,12,2.2857142857142856,1.8571428571428572
FEDXB06,F,2.0,13,3.857142857142857,4.285714285714286
FEDXB06,F,2.0,14,4.285714285714286,2.5714285714285716
FEDXB06,F,2.0,15,4.428571428571429,3.7142857142857144
FEDXB06,F,2.0,16,3.2857142857142856,2.857142857142857
FEDXB06,F,2.0,17,3.2857142857142856,2.2857142857142856
FEDXB06,F,2.0,18,3.2857142857142856,2.4285714285714284
FEDXB06,F,2.0,19,2.2857142857142856,1.2857142857142858
FEDXB06,F,2.0,20,1.5714285714285714,0.42857142857142855
FEDXB06,F,2.0,21,1.0,0.42857142857142855
FEDXB06,F,2.0,22,0.8571428571428571,1.0
FEDXB06,F,2.0,23,3.142857142857143,1.4285714285714286
FEDXB07,F,1.0,0,3.5714285714285716,1.8571428571428572
FEDXB07,F,1.0,1,0.5714285714285714,0.0
FEDXB07,F,1.0,2,2.2857142857142856,1.4285714285714286
FEDXB07,F,1.0,3,2.142857142857143,1.2857142857142858
FEDXB07,F,1.0,4,0.8571428571428571,0.2857142857142857
FEDXB07,F,1.0,5,1.0,0.5714285714285714
FEDXB07,F,1.0,6,1.0,1.1428571428571428
