order,sex,diet,hour,mean_pellet_intake,sd_pellet_intake,Comparison
1,M,NR,14,3.26190476190476,0.702280057321554,PR
1,M,PR,14,4.02380952380952,1.46640381070646,PR
1,M,NR,15,3.0,0.925820099772552,PR
1,M,PR,15,3.35714285714286,1.47565274384191,PR
1,M,NR,16,2.54761904761905,0.970657957649501,PR
1,M,PR,16,2.83333333333333,0.995568411805554,PR
1,M,NR,17,2.0952380952381,0.569042637953892,PR
1,M,PR,17,2.21428571428571,0.855951553082585,PR
1,M,NR,18,2.42857142857143,0.494871659305394,NR
1,M,PR,18,2.19047619047619,1.00475062056403,NR
1,M,NR,19,1.5,0.380654645556406,NR
1,M,PR,19,1.28571428571429,0.414039335605413,NR
1,M,NR,20,1.16666666666667,0.552668233998253,NR
1,M,PR,20,1.02380952380952,0.437214435471925,NR
1,M,NR,21,1.07142857142857,0.680635957118377,NR
1,M,PR,21,1.0,0.349927106111883,NR
1,M,NR,22,0.666666666666667,0.357618730581306,PR
1,M,PR,22,1.19047619047619,0.346017183325428,PR
1,M,NR,23,1.83333333333333,0.758175396575746,NR
1,M,PR,23,1.42857142857143,0.688091118788131,NR
2,F,NR,0,1.5,0.562429133857986,PR
2,F,PR,0,1.80952380952381,0.420560041253707,PR
2,F,NR,1,0.547619047619048,0.305282293806183,NR
2,F,PR,1,0.5,0.335029697130245,NR
2,F,NR,2,1.33333333333333,0.754126967422063,PR
2,F,PR,2,1.88095238095238,0.815245883362888,PR
2,F,NR,3,1.47619047619048,0.780720058358827,NR
2,F,PR,3,1.23809523809524,0.492114692676717,NR
2,F,NR,4,1.14285714285714,0.460700442759917,NR
2,F,PR,4,1.0,0.549582401762038,NR
2,F,NR,5,1.21428571428571,0.770634511957782,NR
2,F,PR,5,0.69047619047619,0.343055498177674,NR
2,F,NR,6,0.714285714285714,0.549582401762038,NR
2,F,PR,6,0.547619047619048,0.398124856496733,NR
2,F,NR,7,0.523809523809524,0.250170010220261,NR
2,F,PR,7,0.428571428571429,0.285714285714286,NR
2,F,NR,8,0.976190476190476,0.522292174597953,NR
2,F,PR,8,0.595238095238095,0.277255745295422,NR
2,F,NR,9,0.880952380952381,0.277255745295422,NR
2,F,PR,9,0.833333333333333,0.398124856496733,NR
2,F,NR,10,0.880952380952381,0.622153381355412,NR
2,F,PR,10,0.761904761904762,0.390360029179413,NR
2,F,NR,11,0.928571428571429,0.216653584115759,PR
2,F,PR,11,1.33333333333333,0.265985524643218,PR
2,F,NR,12,2.04761904761905,0.410740164816149,PR
2,F,PR,12,2.5,0.524890659167824,PR
2,F,NR,13,4.47619047619048,0.597044876901237,NR
2,F,PR,13,4.30952380952381,0.708068177662072,NR
2,F,NR,14,3.52380952380952,1.01284270256346,PR
2,F,PR,14,4.35714285714286,0.555124549363584,PR
2,F,NR,15,3.23809523809524,1.14523562023295,PR
2,F,PR,15,4.42857142857143,0.451753951452626,PR
2,F,NR,16,2.92857142857143,0.929120716657663,PR
2,F,PR,16,4.0,0.511101251999952,PR
2,F,NR,17,2.69047619047619,0.473085112648373,PR
2,F,PR,17,3.26190476190476,0.896326592567808,PR
2,F,NR,18,2.14285714285714,0.908014204689754,PR
2,F,PR,18,3.28571428571429,0.813157112614726,PR
2,F,NR,19,1.54761904761905,0.719504742743182,PR
2,F,PR,19,2.28571428571429,0.486553896169326,PR
2,F,NR,20,1.04761904761905,0.547101204432193,PR
2,F,PR,20,1.5,0.692525693916618,PR
2,F,NR,21,0.928571428571428,0.517056030595825,PR
2,F,PR,21,1.88095238095238,0.83012989722001,PR
2,F,NR,22,1.5,1.01317847008555,PR
2,F,PR,22,1.64285714285714,0.583794764048644,PR
2,F,NR,23,2.0,0.866614336463034,PR
2,F,PR,23,3.0,0.526831111845308,PR
2,M,NR,0,1.0952380952381,0.554511490590843,PR
2,M,PR,0,1.71428571428571,0.619413811105109,PR
2,M,NR,1,0.380952380952381,0.215077900774023,PR
2,M,PR,1,1.73809523809524,0.741849132947139,PR
2,M,NR,2,1.23809523809524,0.280912022928621,PR
2,M,PR,2,1.47619047619048,0.636743415255115,PR
2,M,NR,3,1.26190476190476,0.522292174597953,NR
2,M,PR,3,1.07142857142857,0.562429133857987,NR
2,M,NR,4,0.714285714285714,0.494871659305394,PR
2,M,PR,4,1.11904761904762,0.552668233998253,PR
2,M,NR,5,0.69047619047619,0.167006456350002,PR
2,M,PR,5,0.904761904761905,0.147542222712663,PR
2,M,NR,6,0.0714285714285714,0.0782460796435952,PR
2,M,PR,6,0.357142857142857,0.174963553055941,PR
2,M,NR,7,0.238095238095238,0.215077900774023,PR
2,M,PR,7,0.595238095238095,0.107538950387012,PR
2,M,NR,8,0.285714285714286,0.361403161162101,PR
2,M,PR,8,0.333333333333333,0.173008591662714,PR
2,M,NR,9,0.285714285714286,0.271052370871575,PR
2,M,PR,9,0.714285714285714,0.393829964345435,PR
2,M,NR,10,0.404761904761905,0.210280020626853,PR
2,M,PR,10,0.738095238095238,0.189880019403589,PR
2,M,NR,11,0.642857142857143,0.29623487647611,PR
2,M,PR,11,0.904761904761905,0.250170010220261,PR
2,M,NR,12,1.61904761904762,0.686110996355348,PR
2,M,PR,12,2.28571428571429,0.503051910333115,PR
2,M,NR,13,3.95238095238095,1.19066665143101,NR
2,M,PR,13,3.80952380952381,1.2925742916056,NR
2,M,NR,14,2.88095238095238,1.12636915928713,PR
2,M,PR,14,3.97619047619048,0.900868817226093,PR
2,M,NR,15,2.19047619047619,0.988367719171018,PR
2,M,PR,15,3.80952380952381,0.99659283506935,PR
2,M,NR,16,1.64285714285714,0.759967775901165,PR
2,M,PR,16,4.16666666666667,1.22696461924163,PR
2,M,NR,17,1.85714285714286,1.16408850214076,PR
2,M,PR,17,3.5952380952381,0.999659806079627,PR
2,M,NR,18,1.64285714285714,0.980420567815628,PR
2,M,PR,18,3.52380952380952,1.41325118487997,PR
2,M,NR,19,0.880952380952381,0.305282293806183,PR
2,M,PR,19,2.47619047619048,1.18033778170131,PR
2,M,NR,20,0.928571428571429,0.524890659167824,PR
2,M,PR,20,1.80952380952381,0.357618730581306,PR
2,M,NR,21,0.619047619047619,0.680136040813605,PR
2,M,PR,21,1.83333333333333,0.752772652709081,PR
2,M,NR,22,0.547619047619048,0.354753914898841,PR
2,M,PR,22,1.71428571428571,1.03411206119165,PR
2,M,NR,23,1.19047619047619,0.531971049286436,PR
2,M,PR,23,2.26190476190476,0.825198388844998,PR
