mouse_id,sex,order,day,hour,pr_hourly_pellet_intake,nr_hourly_pellet_intake
FEDXA09,M,1,4,21,5,12
FEDXA09,M,1,4,22,7,0
FEDXA09,M,1,4,23,21,21
FEDXA09,M,1,5,0,7,3
FEDXA09,M,1,5,1,7,13
FEDXA09,M,1,5,2,7,1
FEDXA09,M,1,5,3,5,10
FEDXA09,M,1,5,4,7,0
FEDXA09,M,1,5,5,6,0
FEDXA09,M,1,5,6,6,6
FEDXA09,M,1,5,7,6,0
FEDXA09,M,1,5,8,9,0
FEDXA09,M,1,5,9,6,0
FEDXA09,M,1,5,10,5,0
FEDXA09,M,1,5,11,4,4
FEDXA09,M,1,5,12,12,9
FEDXA09,M,1,5,13,21,16
FEDXA09,M,1,5,14,25,24
FEDXA09,M,1,5,15,25,17
FEDXA09,M,1,5,16,25,12
FEDXA09,M,1,5,17,16,11
FEDXA09,M,1,5,18,18,18
FEDXA09,M,1,5,19,7,14
FEDXA09,M,1,5,20,0,0
FEDXA09,M,1,5,21,13,14
FEDXA09,M,1,5,22,10,8
FEDXA09,M,1,5,23,8,13
FEDXA09,M,1,6,0,0,2
FEDXA09,M,1,6,1,0,11
FEDXA09,M,1,6,2,0,3
FEDXA09,M,1,6,3,0,11
FEDXA09,M,1,6,4,0,0
FEDXA09,M,1,6,5,0,7
FEDXA09,M,1,6,6,0,0
FEDXA09,M,1,6,7,10,6
FEDXA09,M,1,6,8,5,5
FEDXA09,M,1,6,9,7,3
FEDXA09,M,1,6,10,1,1
FEDXA09,M,1,6,11,8,5
FEDXA09,M,1,6,12,10,10
FEDXA09,M,1,6,13,17,11
FEDXA09,M,1,6,14,26,23
FEDXA09,M,1,6,15,15,23
FEDXA09,M,1,6,16,20,20
FEDXA09,M,1,6,17,10,15
FEDXA09,M,1,6,18,0,5
FEDXA09,M,1,6,19,0,13
FEDXA09,M,1,6,20,21,8
FEDXA09,M,1,6,21,0,7
FEDXA09,M,1,6,22,13,9
FEDXA09,M,1,6,23,13,13
FEDXA10,M,1,0,0,0,0
FEDXA10,M,1,0,1,0,0
FEDXA10,M,1,0,2,0,1
FEDXA10,M,1,0,3,0,9
FEDXA10,M,1,0,4,3,0
FEDXA10,M,1,0,5,5,0
FEDXA10,M,1,0,6,1,0
FEDXA10,M,1,0,7,0,0
FEDXA10,M,1,0,8,5,4
FEDXA10,M,1,0,9,0,0
FEDXA10,M,1,0,10,5,10
FEDXA10,M,1,0,11,5,6
FEDXA10,M,1,0,12,13,6
FEDXA10,M,1,0,13,15,15
FEDXA10,M,1,0,14,12,17
FEDXA10,M,1,0,15,12,15
FEDXA10,M,1,0,16,17,17
FEDXA10,M,1,0,17,2,5
FEDXA10,M,1,0,18,20,19
FEDXA10,M,1,0,19,5,9
FEDXA10,M,1,0,20,10,13
FEDXA10,M,1,0,21,11,15
FEDXA10,M,1,0,22,8,0
FEDXA10,M,1,0,23,4,10
FEDXA10,M,1,1,0,4,12
FEDXA10,M,1,1,1,5,5
FEDXA10,M,1,1,2,0,7
FEDXA10,M,1,1,3,3,4
FEDXA10,M,1,1,4,7,5
FEDXA10,M,1,1,5,0,0
FEDXA10,M,1,1,6,0,7
FEDXA10,M,1,1,7,5,0
FEDXA10,M,1,1,8,0,9
FEDXA10,M,1,1,9,4,5
FEDXA10,M,1,1,10,0,0
FEDXA10,M,1,1,11,5,10
FEDXA10,M,1,1,12,8,9
FEDXA10,M,1,1,13,13,11
FEDXA10,M,1,1,14,14,18
FEDXA10,M,1,1,15,7,20
FEDXA10,M,1,1,16,21,13
FEDXA10,M,1,1,17,10,4
FEDXA10,M,1,1,18,8,26
FEDXA10,M,1,1,19,13,7
FEDXA10,M,1,1,20,9,11
FEDXA10,M,1,1,21,11,4
FEDXA10,M,1,1,22,5,10
FEDXA10,M,1,1,23,8,3
FEDXA10,M,1,2,0,3,10
FEDXA10,M,1,2,1,11,4
FEDXA10,M,1,2,2,9,4
FEDXA10,M,1,2,3,6,13
FEDXA10,M,1,2,4,4,7
FEDXA10,M,1,2,5,5,0
FEDXA10,M,1,2,6,0,6
FEDXA10,M,1,2,7,0,0
FEDXA10,M,1,2,8,0,5
FEDXA10,M,1,2,9,4,0
FEDXA10,M,1,2,10,9,6
FEDXA10,M,1,2,11,3,6
FEDXA10,M,1,2,12,9,10
FEDXA10,M,1,2,13,15,10
FEDXA10,M,1,2,14,19,17
FEDXA10,M,1,2,15,11,17
FEDXA10,M,1,2,16,18,15
FEDXA10,M,1,2,17,9,27
FEDXA10,M,1,2,18,14,19
FEDXA10,M,1,2,19,6,0
FEDXA10,M,1,2,20,17,15
FEDXA10,M,1,2,21,9,3
FEDXA10,M,1,2,22,5,9
FEDXA10,M,1,2,23,7,11
FEDXA10,M,1,3,0,2,4
FEDXA10,M,1,3,1,8,3
FEDXA10,M,1,3,2,5,12
FEDXA10,M,1,3,3,8,2
FEDXA10,M,1,3,4,0,6
FEDXA10,M,1,3,5,8,5
FEDXA10,M,1,3,6,0,0
FEDXA10,M,1,3,7,0,7
FEDXA10,M,1,3,8,7,0
FEDXA10,M,1,3,9,0,8
FEDXA10,M,1,3,10,7,0
FEDXA10,M,1,3,11,7,12
FEDXA10,M,1,3,12,5,9
FEDXA10,M,1,3,13,18,15
FEDXA10,M,1,3,14,14,20
FEDXA10,M,1,3,15,15,22
FEDXA10,M,1,3,16,15,0
FEDXA10,M,1,3,17,12,28
FEDXA10,M,1,3,18,17,10
FEDXA10,M,1,3,19,6,12
FEDXA10,M,1,3,20,15,0
FEDXA10,M,1,3,21,5,12
FEDXA10,M,1,3,22,9,0
FEDXA10,M,1,3,23,4,18
FEDXA10,M,1,4,0,7,0
FEDXA10,M,1,4,1,0,11
FEDXA10,M,1,4,2,7,2
FEDXA10,M,1,4,3,4,0
FEDXA10,M,1,4,4,5,11
FEDXA10,M,1,4,5,5,7
FEDXA10,M,1,4,6,3,0
FEDXA10,M,1,4,7,5,0
FEDXA10,M,1,4,8,0,9
FEDXA10,M,1,4,9,6,0
FEDXA10,M,1,4,10,0,8
FEDXA10,M,1,4,11,8,10
FEDXA10,M,1,4,12,9,9
FEDXA10,M,1,4,13,15,14
FEDXA10,M,1,4,14,20,16
FEDXA10,M,1,4,15,17,15
FEDXA10,M,1,4,16,10,27
FEDXA10,M,1,4,17,11,23
FEDXA10,M,1,4,18,14,0
FEDXA10,M,1,4,19,15,15
FEDXA10,M,1,4,20,9,5
FEDXA10,M,1,4,21,11,13
FEDXA10,M,1,4,22,5,0
FEDXA10,M,1,4,23,6,13
FEDXA10,M,1,5,0,7,0
FEDXA10,M,1,5,1,4,8
FEDXA10,M,1,5,2,3,3
FEDXA10,M,1,5,3,9,6
FEDXA10,M,1,5,4,3,0
FEDXA10,M,1,5,5,4,7
FEDXA10,M,1,5,6,0,0
FEDXA10,M,1,5,7,0,0
FEDXA10,M,1,5,8,6,11
FEDXA10,M,1,5,9,0,0
FEDXA10,M,1,5,10,4,2
FEDXA10,M,1,5,11,8,6
FEDXA10,M,1,5,12,9,12
FEDXA10,M,1,5,13,16,21
FEDXA10,M,1,5,14,16,19
FEDXA10,M,1,5,15,15,18
FEDXA10,M,1,5,16,22,19
FEDXA10,M,1,5,17,13,17
FEDXA10,M,1,5,18,13,11
FEDXA10,M,1,5,19,7,14
FEDXA10,M,1,5,20,12,13
FEDXA10,M,1,5,21,2,4
FEDXA10,M,1,5,22,10,8
FEDXA10,M,1,5,23,6,8
FEDXA10,M,1,6,0,8,9
FEDXA10,M,1,6,1,7,0
FEDXA10,M,1,6,2,9,3
FEDXA10,M,1,6,3,6,7
FEDXA10,M,1,6,4,0,0
FEDXA10,M,1,6,5,6,0
FEDXA10,M,1,6,6,3,5
FEDXA10,M,1,6,7,0,0
FEDXA10,M,1,6,8,0,0
FEDXA10,M,1,6,9,3,9
FEDXA10,M,1,6,10,2,0
FEDXA10,M,1,6,11,7,12
FEDXA10,M,1,6,12,9,7
FEDXA10,M,1,6,13,19,14
FEDXA10,M,1,6,14,21,15
FEDXA10,M,1,6,15,12,26
FEDXA10,M,1,6,16,16,8
FEDXA10,M,1,6,17,17,17
FEDXA10,M,1,6,18,18,22
FEDXA10,M,1,6,19,11,2
FEDXA10,M,1,6,20,3,12
FEDXA10,M,1,6,21,10,10
FEDXA10,M,1,6,22,11,1
FEDXA10,M,1,6,23,2,8
FEDXA11,M,1,0,0,0,0
FEDXA11,M,1,0,1,0,0
FEDXA11,M,1,0,2,0,0
FEDXA11,M,1,0,3,0,28
FEDXA11,M,1,0,4,2,4
FEDXA11,M,1,0,5,3,0
FEDXA11,M,1,0,6,4,12
FEDXA11,M,1,0,7,0,0
FEDXA11,M,1,0,8,3,6
FEDXA11,M,1,0,9,0,7
FEDXA11,M,1,0,10,5,12
FEDXA11,M,1,0,11,9,13
FEDXA11,M,1,0,12,5,8
FEDXA11,M,1,0,13,10,9
FEDXA11,M,1,0,14,14,13
FEDXA11,M,1,0,15,14,15
FEDXA11,M,1,0,16,18,19
FEDXA11,M,1,0,17,10,11
FEDXA11,M,1,0,18,9,8
FEDXA11,M,1,0,19,11,5
FEDXA11,M,1,0,20,11,5
FEDXA11,M,1,0,21,8,10
FEDXA11,M,1,0,22,0,0
FEDXA11,M,1,0,23,13,19
FEDXA11,M,1,1,0,6,7
FEDXA11,M,1,1,1,9,5
FEDXA11,M,1,1,2,2,7
FEDXA11,M,1,1,3,3,0
FEDXA11,M,1,1,4,4,7
FEDXA11,M,1,1,5,0,5
FEDXA11,M,1,1,6,0,0
FEDXA11,M,1,1,7,3,0
FEDXA11,M,1,1,8,0,5
FEDXA11,M,1,1,9,12,6
FEDXA11,M,1,1,10,12,7
FEDXA11,M,1,1,11,1,6
FEDXA11,M,1,1,12,14,10
FEDXA11,M,1,1,13,7,4
FEDXA11,M,1,1,14,3,12
FEDXA11,M,1,1,15,1,24
FEDXA11,M,1,1,16,1,15
FEDXA11,M,1,1,17,3,1
FEDXA11,M,1,1,18,0,12
FEDXA11,M,1,1,19,2,12
FEDXA11,M,1,1,20,1,0
FEDXA11,M,1,1,21,0,7
FEDXA11,M,1,1,22,0,1
FEDXA11,M,1,1,23,0,11
FEDXA11,M,1,2,0,0,13
FEDXA11,M,1,2,1,37,10
FEDXA11,M,1,2,2,5,0
FEDXA11,M,1,2,3,9,9
FEDXA11,M,1,2,4,0,5
FEDXA11,M,1,2,5,7,8
FEDXA11,M,1,2,6,0,0
FEDXA11,M,1,2,7,11,0
FEDXA11,M,1,2,8,0,7
FEDXA11,M,1,2,9,9,0
FEDXA11,M,1,2,10,8,7
FEDXA11,M,1,2,11,4,6
FEDXA11,M,1,2,12,13,11
FEDXA11,M,1,2,13,19,14
FEDXA11,M,1,2,14,17,14
FEDXA11,M,1,2,15,18,13
FEDXA11,M,1,2,16,7,12
FEDXA11,M,1,2,17,12,23
FEDXA11,M,1,2,18,13,7
FEDXA11,M,1,2,19,0,0
FEDXA11,M,1,2,20,4,16
FEDXA11,M,1,2,21,7,0
FEDXA11,M,1,2,22,7,11
FEDXA11,M,1,2,23,4,11
FEDXA11,M,1,3,0,8,13
FEDXA11,M,1,3,1,13,8
FEDXA11,M,1,3,2,7,0
FEDXA11,M,1,3,3,10,13
FEDXA11,M,1,3,4,7,0
FEDXA11,M,1,3,5,6,9
FEDXA11,M,1,3,6,6,0
FEDXA11,M,1,3,7,9,3
FEDXA11,M,1,3,8,6,4
FEDXA11,M,1,3,9,3,1
FEDXA11,M,1,3,10,3,8
FEDXA11,M,1,3,11,15,6
FEDXA11,M,1,3,12,12,13
FEDXA11,M,1,3,13,20,12
FEDXA11,M,1,3,14,17,16
FEDXA11,M,1,3,15,18,23
FEDXA11,M,1,3,16,13,18
FEDXA11,M,1,3,17,14,5
FEDXA11,M,1,3,18,1,17
FEDXA11,M,1,3,19,22,8
FEDXA11,M,1,3,20,3,12
FEDXA11,M,1,3,21,2,10
FEDXA11,M,1,3,22,11,2
FEDXA11,M,1,3,23,8,7
FEDXA11,M,1,4,0,6,17
FEDXA11,M,1,4,1,7,7
FEDXA11,M,1,4,2,9,6
FEDXA11,M,1,4,3,9,9
FEDXA11,M,1,4,4,8,0
FEDXA11,M,1,4,5,7,5
FEDXA11,M,1,4,6,6,5
FEDXA11,M,1,4,7,9,0
FEDXA11,M,1,4,8,3,0
FEDXA11,M,1,4,9,4,9
FEDXA11,M,1,4,10,9,3
FEDXA11,M,1,4,11,5,8
FEDXA11,M,1,4,12,16,10
FEDXA11,M,1,4,13,17,14
FEDXA11,M,1,4,14,19,12
FEDXA11,M,1,4,15,15,15
FEDXA11,M,1,4,16,14,23
FEDXA11,M,1,4,17,7,5
FEDXA11,M,1,4,18,17,10
FEDXA11,M,1,4,19,5,3
FEDXA11,M,1,4,20,9,14
FEDXA11,M,1,4,21,6,1
FEDXA11,M,1,4,22,12,6
FEDXA11,M,1,4,23,6,13
FEDXA11,M,1,5,0,8,16
FEDXA11,M,1,5,1,8,9
FEDXA11,M,1,5,2,6,3
FEDXA11,M,1,5,3,6,8
FEDXA11,M,1,5,4,11,0
FEDXA11,M,1,5,5,12,6
FEDXA11,M,1,5,6,4,0
FEDXA11,M,1,5,7,5,0
FEDXA11,M,1,5,8,6,0
FEDXA11,M,1,5,9,10,5
FEDXA11,M,1,5,10,9,0
FEDXA11,M,1,5,11,12,4
FEDXA11,M,1,5,12,12,17
FEDXA11,M,1,5,13,17,9
FEDXA11,M,1,5,14,22,17
FEDXA11,M,1,5,15,17,17
FEDXA11,M,1,5,16,19,14
FEDXA11,M,1,5,17,13,11
FEDXA11,M,1,5,18,12,10
FEDXA11,M,1,5,19,11,3
FEDXA11,M,1,5,20,11,0
FEDXA11,M,1,5,21,7,20
FEDXA11,M,1,5,22,8,4
FEDXA11,M,1,5,23,5,10
FEDXA11,M,1,6,0,8,13
FEDXA11,M,1,6,1,7,0
FEDXA11,M,1,6,2,11,6
FEDXA11,M,1,6,3,6,8
FEDXA11,M,1,6,4,10,0
FEDXA11,M,1,6,5,5,6
FEDXA11,M,1,6,6,10,2
FEDXA11,M,1,6,7,7,0
FEDXA11,M,1,6,8,6,1
FEDXA11,M,1,6,9,7,3
FEDXA11,M,1,6,10,6,7
FEDXA11,M,1,6,11,7,2
FEDXA11,M,1,6,12,12,13
FEDXA11,M,1,6,13,14,9
FEDXA11,M,1,6,14,16,19
FEDXA11,M,1,6,15,21,15
FEDXA11,M,1,6,16,13,13
FEDXA11,M,1,6,17,15,17
FEDXA11,M,1,6,18,11,12
FEDXA11,M,1,6,19,12,12
FEDXA11,M,1,6,20,9,6
FEDXA11,M,1,6,21,6,8
FEDXA11,M,1,6,22,5,10
FEDXA11,M,1,6,23,7,6
FEDXA12,M,1,0,0,0,0
FEDXA12,M,1,0,1,0,0
FEDXA12,M,1,0,2,0,0
FEDXA12,M,1,0,3,0,13
FEDXA12,M,1,0,4,7,10
FEDXA12,M,1,0,5,3,9
FEDXA12,M,1,0,6,7,6
FEDXA12,M,1,0,7,0,0
FEDXA12,M,1,0,8,7,8
FEDXA12,M,1,0,9,4,0
FEDXA12,M,1,0,10,4,11
FEDXA12,M,1,0,11,5,5
FEDXA12,M,1,0,12,10,11
FEDXA12,M,1,0,13,11,14
FEDXA12,M,1,0,14,9,16
FEDXA12,M,1,0,15,21,15
FEDXA12,M,1,0,16,14,14
FEDXA12,M,1,0,17,17,19
FEDXA12,M,1,0,18,3,9
FEDXA12,M,1,0,19,17,3
FEDXA12,M,1,0,20,0,5
FEDXA12,M,1,0,21,12,8
FEDXA12,M,1,0,22,8,10
FEDXA12,M,1,0,23,10,11
FEDXA12,M,1,1,0,14,4
FEDXA12,M,1,1,1,3,4
FEDXA12,M,1,1,2,12,13
FEDXA12,M,1,1,3,11,6
FEDXA12,M,1,1,4,7,6
FEDXA12,M,1,1,5,5,6
FEDXA12,M,1,1,6,7,0
FEDXA12,M,1,1,7,0,5
FEDXA12,M,1,1,8,2,0
FEDXA12,M,1,1,9,7,6
FEDXA12,M,1,1,10,0,6
FEDXA12,M,1,1,11,8,6
FEDXA12,M,1,1,12,11,10
FEDXA12,M,1,1,13,14,12
FEDXA12,M,1,1,14,18,14
FEDXA12,M,1,1,15,18,21
FEDXA12,M,1,1,16,5,12
FEDXA12,M,1,1,17,24,14
FEDXA12,M,1,1,18,18,8
FEDXA12,M,1,1,19,5,14
FEDXA12,M,1,1,20,18,6
FEDXA12,M,1,1,21,8,6
FEDXA12,M,1,1,22,13,6
FEDXA12,M,1,1,23,11,13
FEDXA12,M,1,2,0,12,10
FEDXA12,M,1,2,1,17,12
FEDXA12,M,1,2,2,19,0
FEDXA12,M,1,2,3,8,8
FEDXA12,M,1,2,4,2,11
FEDXA12,M,1,2,5,12,0
FEDXA12,M,1,2,6,0,6
FEDXA12,M,1,2,7,0,0
FEDXA12,M,1,2,8,5,5
FEDXA12,M,1,2,9,9,0
FEDXA12,M,1,2,10,4,8
FEDXA12,M,1,2,11,7,4
FEDXA12,M,1,2,12,13,8
FEDXA12,M,1,2,13,17,15
FEDXA12,M,1,2,14,19,17
FEDXA12,M,1,2,15,25,12
FEDXA12,M,1,2,16,18,19
FEDXA12,M,1,2,17,12,15
FEDXA12,M,1,2,18,14,1
FEDXA12,M,1,2,19,10,11
FEDXA12,M,1,2,20,7,10
FEDXA12,M,1,2,21,10,3
FEDXA12,M,1,2,22,8,5
FEDXA12,M,1,2,23,9,11
FEDXA12,M,1,3,0,14,11
FEDXA12,M,1,3,1,9,9
FEDXA12,M,1,3,2,9,2
FEDXA12,M,1,3,3,13,11
FEDXA12,M,1,3,4,7,0
FEDXA12,M,1,3,5,7,6
FEDXA12,M,1,3,6,7,0
FEDXA12,M,1,3,7,4,4
FEDXA12,M,1,3,8,4,1
FEDXA12,M,1,3,9,6,3
FEDXA12,M,1,3,10,3,5
FEDXA12,M,1,3,11,8,9
FEDXA12,M,1,3,12,12,9
FEDXA12,M,1,3,13,19,11
FEDXA12,M,1,3,14,18,13
FEDXA12,M,1,3,15,15,25
FEDXA12,M,1,3,16,16,11
FEDXA12,M,1,3,17,16,13
FEDXA12,M,1,3,18,14,11
FEDXA12,M,1,3,19,12,0
FEDXA12,M,1,3,20,9,11
FEDXA12,M,1,3,21,11,6
FEDXA12,M,1,3,22,12,6
FEDXA12,M,1,3,23,17,11
FEDXA12,M,1,4,0,11,12
FEDXA12,M,1,4,1,4,9
FEDXA12,M,1,4,2,11,7
FEDXA12,M,1,4,3,8,4
FEDXA12,M,1,4,4,11,0
FEDXA12,M,1,4,5,10,7
FEDXA12,M,1,4,6,9,0
FEDXA12,M,1,4,7,7,0
FEDXA12,M,1,4,8,4,6
FEDXA12,M,1,4,9,9,0
FEDXA12,M,1,4,10,7,5
FEDXA12,M,1,4,11,10,6
FEDXA12,M,1,4,12,12,7
FEDXA12,M,1,4,13,16,17
FEDXA12,M,1,4,14,15,19
FEDXA12,M,1,4,15,13,21
FEDXA12,M,1,4,16,16,12
FEDXA12,M,1,4,17,5,5
FEDXA12,M,1,4,18,17,21
FEDXA12,M,1,4,19,14,7
FEDXA12,M,1,4,20,10,7
FEDXA12,M,1,4,21,7,4
FEDXA12,M,1,4,22,6,4
FEDXA12,M,1,4,23,12,12
FEDXA12,M,1,5,0,6,11
FEDXA12,M,1,5,1,7,4
FEDXA12,M,1,5,2,5,12
FEDXA12,M,1,5,3,1,0
FEDXA12,M,1,5,4,6,15
FEDXA12,M,1,5,5,4,0
FEDXA12,M,1,5,6,17,0
FEDXA12,M,1,5,7,6,4
FEDXA12,M,1,5,8,5,7
FEDXA12,M,1,5,9,4,4
FEDXA12,M,1,5,10,4,0
FEDXA12,M,1,5,11,5,10
FEDXA12,M,1,5,12,8,11
FEDXA12,M,1,5,13,18,20
FEDXA12,M,1,5,14,20,17
FEDXA12,M,1,5,15,21,24
FEDXA12,M,1,5,16,14,21
FEDXA12,M,1,5,17,12,6
FEDXA12,M,1,5,18,12,16
FEDXA12,M,1,5,19,7,6
FEDXA12,M,1,5,20,10,11
FEDXA12,M,1,5,21,11,3
FEDXA12,M,1,5,22,8,8
FEDXA12,M,1,5,23,6,5
FEDXA12,M,1,6,0,2,15
FEDXA12,M,1,6,1,4,10
FEDXA12,M,1,6,2,8,4
FEDXA12,M,1,6,3,5,8
FEDXA12,M,1,6,4,12,5
FEDXA12,M,1,6,5,10,11
FEDXA12,M,1,6,6,7,0
FEDXA12,M,1,6,7,5,4
FEDXA12,M,1,6,8,8,2
FEDXA12,M,1,6,9,4,0
FEDXA12,M,1,6,10,11,6
FEDXA12,M,1,6,11,7,5
FEDXA12,M,1,6,12,9,9
FEDXA12,M,1,6,13,18,12
FEDXA12,M,1,6,14,22,21
FEDXA12,M,1,6,15,16,16
FEDXA12,M,1,6,16,15,22
FEDXA12,M,1,6,17,8,0
FEDXA12,M,1,6,18,12,18
FEDXA12,M,1,6,19,15,8
FEDXA12,M,1,6,20,12,8
FEDXA12,M,1,6,21,4,14
FEDXA12,M,1,6,22,10,7
FEDXA12,M,1,6,23,9,12
FEDXB01,F,2,0,0,0,0
FEDXB01,F,2,0,1,0,0
FEDXB01,F,2,0,2,0,0
FEDXB01,F,2,0,3,0,0
FEDXB01,F,2,0,4,0,11
FEDXB01,F,2,0,5,2,5
FEDXB01,F,2,0,6,6,10
FEDXB01,F,2,0,7,0,0
FEDXB01,F,2,0,8,0,15
FEDXB01,F,2,0,9,0,1
FEDXB01,F,2,0,10,0,1
FEDXB01,F,2,0,11,0,3
FEDXB01,F,2,0,12,0,15
FEDXB01,F,2,0,13,14,21
FEDXB01,F,2,0,14,15,18
FEDXB01,F,2,0,15,10,26
FEDXB01,F,2,0,16,3,26
FEDXB01,F,2,0,17,3,20
FEDXB01,F,2,0,18,13,17
FEDXB01,F,2,0,19,2,5
FEDXB01,F,2,0,20,14,0
FEDXB01,F,2,0,21,13,14
FEDXB01,F,2,0,22,3,19
FEDXB01,F,2,0,23,0,18
FEDXB01,F,2,1,0,6,8
FEDXB01,F,2,1,1,0,0
FEDXB01,F,2,1,2,3,6
FEDXB01,F,2,1,3,0,5
FEDXB01,F,2,1,4,0,8
FEDXB01,F,2,1,5,3,0
FEDXB01,F,2,1,6,6,4
FEDXB01,F,2,1,7,0,0
FEDXB01,F,2,1,8,6,0
FEDXB01,F,2,1,9,0,10
FEDXB01,F,2,1,10,0,0
FEDXB01,F,2,1,11,8,4
FEDXB01,F,2,1,12,14,9
FEDXB01,F,2,1,13,16,19
FEDXB01,F,2,1,14,10,18
FEDXB01,F,2,1,15,7,18
FEDXB01,F,2,1,16,18,19
FEDXB01,F,2,1,17,1,22
FEDXB01,F,2,1,18,16,16
FEDXB01,F,2,1,19,8,3
FEDXB01,F,2,1,20,0,0
FEDXB01,F,2,1,21,3,15
FEDXB01,F,2,1,22,17,16
FEDXB01,F,2,1,23,12,14
FEDXB01,F,2,2,0,11,2
FEDXB01,F,2,2,1,0,4
FEDXB01,F,2,2,2,0,3
FEDXB01,F,2,2,3,10,4
FEDXB01,F,2,2,4,8,0
FEDXB01,F,2,2,5,0,2
FEDXB01,F,2,2,6,8,3
FEDXB01,F,2,2,7,0,2
FEDXB01,F,2,2,8,2,7
FEDXB01,F,2,2,9,10,0
FEDXB01,F,2,2,10,0,0
FEDXB01,F,2,2,11,2,0
FEDXB01,F,2,2,12,11,4
FEDXB01,F,2,2,13,22,13
FEDXB01,F,2,2,14,13,14
FEDXB01,F,2,2,15,17,17
FEDXB01,F,2,2,16,17,10
FEDXB01,F,2,2,17,0,16
FEDXB01,F,2,2,18,32,17
FEDXB01,F,2,2,19,10,18
FEDXB01,F,2,2,20,8,4
FEDXB01,F,2,2,21,13,0
FEDXB01,F,2,2,22,5,11
FEDXB01,F,2,2,23,20,17
FEDXB01,F,2,3,0,4,7
FEDXB01,F,2,3,1,8,0
FEDXB01,F,2,3,2,5,7
FEDXB01,F,2,3,3,5,7
FEDXB01,F,2,3,4,12,2
FEDXB01,F,2,3,5,8,0
FEDXB01,F,2,3,6,5,4
FEDXB01,F,2,3,7,7,0
FEDXB01,F,2,3,8,0,0
FEDXB01,F,2,3,9,8,7
FEDXB01,F,2,3,10,1,0
FEDXB01,F,2,3,11,6,0
FEDXB01,F,2,3,12,13,5
FEDXB01,F,2,3,13,20,10
FEDXB01,F,2,3,14,20,10
FEDXB01,F,2,3,15,25,14
FEDXB01,F,2,3,16,14,20
FEDXB01,F,2,3,17,17,15
FEDXB01,F,2,3,18,8,7
FEDXB01,F,2,3,19,22,19
FEDXB01,F,2,3,20,6,1
FEDXB01,F,2,3,21,6,0
FEDXB01,F,2,3,22,0,13
FEDXB01,F,2,3,23,12,10
FEDXB01,F,2,4,0,1,0
FEDXB01,F,2,4,1,6,0
FEDXB01,F,2,4,2,10,8
FEDXB01,F,2,4,3,2,5
FEDXB01,F,2,4,4,14,0
FEDXB01,F,2,4,5,0,0
FEDXB01,F,2,4,6,6,4
FEDXB01,F,2,4,7,0,0
FEDXB01,F,2,4,8,7,3
FEDXB01,F,2,4,9,2,0
FEDXB01,F,2,4,10,9,5
FEDXB01,F,2,4,11,0,0
FEDXB01,F,2,4,12,20,7
FEDXB01,F,2,4,13,19,7
FEDXB01,F,2,4,14,20,13
FEDXB01,F,2,4,15,21,11
FEDXB01,F,2,4,16,24,18
FEDXB01,F,2,4,17,21,8
FEDXB01,F,2,4,18,15,1
FEDXB01,F,2,4,19,4,20
FEDXB01,F,2,4,20,12,16
FEDXB01,F,2,4,21,4,1
FEDXB01,F,2,4,22,10,16
FEDXB01,F,2,4,23,17,5
FEDXB01,F,2,5,0,17,10
FEDXB01,F,2,5,1,3,0
FEDXB01,F,2,5,2,11,6
FEDXB01,F,2,5,3,4,2
FEDXB01,F,2,5,4,8,8
FEDXB01,F,2,5,5,9,8
FEDXB01,F,2,5,6,0,6
FEDXB01,F,2,5,7,3,0
FEDXB01,F,2,5,8,0,9
FEDXB01,F,2,5,9,4,10
FEDXB01,F,2,5,10,0,1
FEDXB01,F,2,5,11,5,11
FEDXB01,F,2,5,12,10,8
FEDXB01,F,2,5,13,20,15
FEDXB01,F,2,5,14,19,22
FEDXB01,F,2,5,15,21,17
FEDXB01,F,2,5,16,21,14
FEDXB01,F,2,5,17,25,4
FEDXB01,F,2,5,18,18,26
FEDXB01,F,2,5,19,7,2
FEDXB01,F,2,5,20,5,0
FEDXB01,F,2,5,21,18,18
FEDXB01,F,2,5,22,11,0
FEDXB01,F,2,5,23,16,18
FEDXB01,F,2,6,0,5,5
FEDXB01,F,2,6,1,2,15
FEDXB01,F,2,6,2,0,5
FEDXB01,F,2,6,3,10,16
FEDXB01,F,2,6,4,1,5
FEDXB01,F,2,6,5,0,3
FEDXB01,F,2,6,6,3,5
FEDXB01,F,2,6,7,0,12
FEDXB01,F,2,6,8,8,1
FEDXB01,F,2,6,9,3,0
FEDXB01,F,2,6,10,0,2
FEDXB01,F,2,6,11,4,3
FEDXB01,F,2,6,12,10,12
FEDXB01,F,2,6,13,20,12
FEDXB01,F,2,6,14,15,20
FEDXB01,F,2,6,15,21,0
FEDXB01,F,2,6,16,7,34
FEDXB01,F,2,6,17,11,5
FEDXB01,F,2,6,18,19,11
FEDXB01,F,2,6,19,5,20
FEDXB01,F,2,6,20,0,0
FEDXB01,F,2,6,21,22,11
FEDXB01,F,2,6,22,6,7
FEDXB01,F,2,6,23,13,17
FEDXB02,F,2,0,0,0,0
FEDXB02,F,2,0,1,0,0
FEDXB02,F,2,0,2,3,0
FEDXB02,F,2,0,3,0,0
FEDXB02,F,2,0,4,0,13
FEDXB02,F,2,0,5,0,0
FEDXB02,F,2,0,6,28,10
FEDXB02,F,2,0,7,0,4
FEDXB02,F,2,0,8,0,0
FEDXB02,F,2,0,9,0,8
FEDXB02,F,2,0,10,4,8
