"group","hour","mean_pr_pellets","sd_pr_pellets","mean_nr_pellets","sd_nr_pellets"
"Female_Order_2",5,2.97619047619047,1.11909827646233,4.71428571428571,2.89545738517903
"Female_Order_2",6,2.83333333333333,1.72713438888782,3.38095238095238,2.3398354497641
"Female_Order_2",7,1.88095238095238,0.628679644364358,2.59523809523809,1.01183473147027
"Female_Order_2",8,2.4047619047619,1.01987060670546,3.97619047619047,2.0650970559129
"Female_Order_2",9,3.5,1.42499552451857,3.78571428571428,0.749149177264394
"Female_Order_2",10,2.97619047619047,1.08577694054804,3.76190476190476,2.58514858321121
"Female_Order_2",11,5.02380952380952,0.987334761857795,5.7142857142857,3.56742632891623
"Female_Order_2",12,10.2142857142857,2.3101373755423,11.0238095238095,4.26797917737463
"Female_Order_2",13,16,2.07610309995258,17.9523809523809,2.60402618668715
"Female_Order_2",14,16.7619047619047,1.8771812708978,17.2619047619047,1.15499506728046
"Female_Order_2",15,16.6904761904762,0.863862548905426,17.5,3.98030867431876
"Female_Order_2",16,16.4523809523809,1.15499506728046,17.1904761904761,3.22574676266917
"Female_Order_2",17,13.9285714285714,3.66645021006111,14.8571428571428,3.70548407699965
"Female_Order_2",18,13.9761904761904,2.46181725919838,12.7857142857142,3.19022742455896
"Female_Order_2",19,10.047619047619,2.42380484609894,8.97619047619046,3.90751935158268
"Female_Order_2",20,7.21428571428571,2.71916854038517,5.42857142857143,2.32817700428153
"Female_Order_2",21,7.49999999999998,2.84389787123952,6.14285714285714,2.28035085019828
"Female_Order_2",22,7.5,2.36081964320765,8.85714285714284,2.67871428190496
"Female_Order_2",23,11.6428571428571,1.28650769170506,11.4761904761905,3.26223495026771
"Male_Order_1",0,6.04761904761905,1.42475681180653,6.59523809523809,3.0777896477255
"Male_Order_1",1,6.90476190476191,2.57089941645406,6.19047619047619,1.07158728983125
"Male_Order_1",2,6.33333333333333,1.804001598865,4.07142857142857,0.911379309013519
"Male_Order_1",3,5.16666666666667,1.01586061500368,7.23809523809524,1.82201204473419
"Male_Order_1",4,4.52380952380952,1.78580952126998,4.66666666666667,1.48644670591441
"Male_Order_1",5,5.02380952380952,1.56339940100885,3.69047619047619,1.62735961598163
"Male_Order_1",6,3.30952380952381,2.48163321249546,3.21428571428571,1.15263672879682
"Male_Order_1",7,3.28571428571429,1.82499650544815,2.19047619047619,1.38995423993585
"Male_Order_1",8,3.38095238095238,1.31759417946829,4.33333333333333,0.845958780617236
"Male_Order_1",9,4.38095238095238,1.67738052992661,3.85714285714286,1.34922502321344
"Male_Order_1",10,4.90476190476191,1.40456011464311,5.21428571428571,1.26732886378382
"Male_Order_1",11,6.78571428571429,1.04099638298495,6.52380952380952,1.28941267017724
"Male_Order_1",12,9.35714285714286,1.65800470199476,9.66666666666667,1.02883594482334
"Male_Order_1",13,14.547619047619,2.13315262840108,11.7619047619048,2.09502163384021
"Male_Order_1",14,16.3333333333333,2.8003886999394,16.0952380952381,1.2410221812771
"Male_Order_1",15,14.8333333333333,3.36296354567275,16.8809523809524,3.0417726661243
"Male_Order_1",16,13.9047619047619,2.20512698818313,14.6428571428571,1.22807298859071
"Male_Order_1",17,12.0714285714286,1.4335627090631,13.0238095238095,2.96980266872337
"Male_Order_1",18,11.5952380952381,2.85058771837249,12.3095238095238,1.90255824908371
"Male_Order_1",19,8.23809523809524,2.29403248320803,8.14285714285714,1.81377945692616
"Male_Order_1",20,9.11904761904762,1.94079021706795,7.26190476190476,2.33065930352672
"Male_Order_1",21,6.45238095238095,2.43011155646624,7.23809523809524,1.61792678290148
"Male_Order_1",22,6.97619047619048,1.54237205778173,4.95238095238095,1.50011337440022
"Male_Order_1",23,7.73809523809524,2.84915550204441,10.6666666666667,1.97673543834204
"Male_Order_2",0,7.61904761904761,2.01558553130686,6.76190476190475,2.99886599882547
"Male_Order_2",1,6.5,1.63569868988198,5.78571428571428,2.61198181073143
"Male_Order_2",2,6.83333333333333,2.36542556324187,6.99999999999999,3.59818548375569
"Male_Order_2",3,5.26190476190476,0.887172378927551,7.97619047619046,2.59892704182079
"Male_Order_2",4,5.47619047619047,1.89880019403589,7.99999999999998,3.13895862102221
"Male_Order_2",5,5.11904761904762,1.50486738629692,7.19047619047619,1.33299315388314
"Male_Order_2",6,3.11904761904762,1.0357553358039,3.04761904761905,2.56931129764723
"Male_Order_2",7,3.3095238095238,0.74733085133731,3.8095238095238,1.64047446264336
"Male_Order_2",8,3.38095238095238,1.45592853229699,3.28571428571428,1.72851239568619
"Male_Order_2",9,4.02380952380952,2.25952255507015,2.57142857142856,0.651528814342366
"Male_Order_2",10,4.52380952380952,1.58993432457526,4.07142857142857,1.18752013946403
"Male_Order_2",11,5.3095238095238,1.47473046078692,6.69047619047619,2.01912623386933
"Male_Order_2",12,9.73809523809521,1.2694741532817,9.19047619047617,3.25722639826029
"Male_Order_2",13,14.6904761904761,3.07911551926073,17.7142857142857,2.73301806710129
"Male_Order_2",14,16.8809523809523,1.90898341718173,21.595238095238,4.62946787321345
"Male_Order_2",15,17.3571428571428,2.52295583045938,20,4.81494272752934
"Male_Order_2",16,17.1666666666666,2.32012784071889,19.6904761904761,4.38775352001237
"Male_Order_2",17,15.8809523809523,2.41663734441512,18.4761904761904,4.01900248225613
"Male_Order_2",18,13.6904761904761,4.43033758944648,14.8809523809523,2.02518160771268
"Male_Order_2",19,10.4285714285714,3.1350552512789,9.26190476190475,2.99171190726218
"Male_Order_2",20,7.92857142857143,1.85769222643668,9.04761904761904,2.24911169161527
"Male_Order_2",21,7.61904761904762,2.96188945027431,7.66666666666666,2.29047124046589
"Male_Order_2",22,7.95238095238093,2.94946092157381,7.09523809523809,2.97838014687845
"Male_Order_2",23,10.047619047619,1.59506040232801,10.0952380952381,2.31175640738266
