"sex","order","diet","term","group1","group2","null.value","estimate","conf.low","conf.high","p.adj","p.adj.signif"
"M","2","NR","hour","8","14",0,0.976190476190477,0.144330453852879,1.80805049852808,0.00569,"**"
"M","2","NR","hour","8","15",0,1.07142857142857,0.239568549090975,1.90328859376617,0.0011,"**"
"M","2","NR","hour","8","16",0,1.23809523809524,0.406235215757642,2.06995526043284,4.63e-05,"****"
"M","2","NR","hour","8","17",0,1.07142857142857,0.239568549090974,1.90328859376617,0.0011,"**"
"M","2","NR","hour","8","18",0,0.80952380952381,-0.0223362128137879,1.64138383186141,0.0672,"ns"
"M","2","NR","hour","8","19",0,0.476190476190477,-0.355669546147121,1.30805049852808,0.893,"ns"
"M","2","NR","hour","8","20",0,0.357142857142858,-0.47471716519474,1.18900287948046,0.995,"ns"
"M","2","NR","hour","8","21",0,0.357142857142858,-0.47471716519474,1.18900287948046,0.995,"ns"
"M","2","NR","hour","8","22",0,0.30952380952381,-0.522336212813788,1.14138383186141,0.999,"ns"
"M","2","NR","hour","8","23",0,0.452380952380953,-0.379479069956645,1.28424097471855,0.933,"ns"
"M","2","NR","hour","9","10",0,0.0952380952380947,-0.736621927099503,0.927098117575693,1,"ns"
"M","2","NR","hour","9","11",0,0.357142857142856,-0.474717165194742,1.18900287948045,0.995,"ns"
"M","2","NR","hour","9","12",0,0.214285714285715,-0.617574308051884,1.04614573662331,1,"ns"
"M","2","NR","hour","9","13",0,0.214285714285714,-0.617574308051885,1.04614573662331,1,"ns"
"M","2","NR","hour","9","14",0,1.04761904761905,0.215759025281449,1.87947906995664,0.00169,"**"
"M","2","NR","hour","9","15",0,1.14285714285714,0.310997120519544,1.97471716519474,0.000296,"***"
"M","2","NR","hour","9","16",0,1.30952380952381,0.477663787186212,2.14138383186141,1.08e-05,"****"
"M","2","NR","hour","9","17",0,1.14285714285714,0.310997120519543,1.97471716519474,0.000296,"***"
"M","2","NR","hour","9","18",0,0.88095238095238,0.0490923586147817,1.71281240328998,0.0251,"*"
"M","2","NR","hour","9","19",0,0.547619047619047,-0.284240974718551,1.37947906995664,0.709,"ns"
"M","2","NR","hour","9","20",0,0.428571428571428,-0.40328859376617,1.26043145090903,0.96,"ns"
"M","2","NR","hour","9","21",0,0.428571428571428,-0.403288593766171,1.26043145090903,0.96,"ns"
"M","2","NR","hour","9","22",0,0.38095238095238,-0.450907641385218,1.21281240328998,0.99,"ns"
"M","2","NR","hour","9","23",0,0.523809523809523,-0.308050498528075,1.35566954614712,0.78,"ns"
"M","2","NR","hour","10","11",0,0.261904761904761,-0.569955260432837,1.09376478424236,1,"ns"
"M","2","NR","hour","10","12",0,0.11904761904762,-0.712812403289978,0.950907641385218,1,"ns"
"M","2","NR","hour","10","13",0,0.119047619047619,-0.712812403289979,0.950907641385217,1,"ns"
"M","2","NR","hour","10","14",0,0.952380952380952,0.120520930043354,1.78424097471855,0.00838,"**"
"M","2","NR","hour","10","15",0,1.04761904761905,0.21575902528145,1.87947906995665,0.00169,"**"
"M","2","NR","hour","10","16",0,1.21428571428572,0.382425691948117,2.04614573662331,7.44e-05,"****"
"M","2","NR","hour","10","17",0,1.04761904761905,0.215759025281449,1.87947906995664,0.00169,"**"
"M","2","NR","hour","10","18",0,0.785714285714285,-0.046145736623313,1.61757430805188,0.0908,"ns"
"M","2","NR","hour","10","19",0,0.452380952380952,-0.379479069956646,1.28424097471855,0.933,"ns"
"M","2","NR","hour","10","20",0,0.333333333333333,-0.498526689004265,1.16519335567093,0.998,"ns"
"M","2","NR","hour","10","21",0,0.333333333333333,-0.498526689004265,1.16519335567093,0.998,"ns"
"M","2","NR","hour","10","22",0,0.285714285714285,-0.546145736623313,1.11757430805188,1,"ns"
"M","2","NR","hour","10","23",0,0.428571428571428,-0.40328859376617,1.26043145090903,0.96,"ns"
"M","2","NR","hour","11","12",0,-0.142857142857141,-0.974717165194739,0.689002879480457,1,"ns"
"M","2","NR","hour","11","13",0,-0.142857142857142,-0.97471716519474,0.689002879480456,1,"ns"
"M","2","NR","hour","11","14",0,0.690476190476191,-0.141383831861407,1.52233621281379,0.259,"ns"
"M","2","NR","hour","11","15",0,0.785714285714287,-0.0461457366233115,1.61757430805188,0.0908,"ns"
"M","2","NR","hour","11","16",0,0.952380952380954,0.120520930043356,1.78424097471855,0.00838,"**"
"M","2","NR","hour","11","17",0,0.785714285714286,-0.0461457366233126,1.61757430805188,0.0908,"ns"
"M","2","NR","hour","11","18",0,0.523809523809524,-0.308050498528074,1.35566954614712,0.78,"ns"
"M","2","NR","hour","11","19",0,0.190476190476191,-0.641383831861407,1.02233621281379,1,"ns"
"M","2","NR","hour","11","20",0,0.0714285714285718,-0.760431450909026,0.90328859376617,1,"ns"
"M","2","NR","hour","11","21",0,0.0714285714285717,-0.760431450909026,0.90328859376617,1,"ns"
"M","2","NR","hour","11","22",0,0.0238095238095242,-0.808050498528074,0.855669546147122,1,"ns"
"M","2","NR","hour","11","23",0,0.166666666666667,-0.665193355670931,0.998526689004265,1,"ns"
"M","2","NR","hour","12","13",0,-1.0547118733939e-15,-0.831860022337599,0.831860022337597,1,"ns"
"M","2","NR","hour","12","14",0,0.833333333333332,0.001473310995734,1.66519335567093,0.049,"*"
"M","2","NR","hour","12","15",0,0.928571428571428,0.0967114062338298,1.76043145090903,0.0122,"*"
"M","2","NR","hour","12","16",0,1.0952380952381,0.263378072900497,1.92709811757569,0.000718,"***"
"M","2","NR","hour","12","17",0,0.928571428571427,0.0967114062338287,1.76043145090902,0.0122,"*"
"M","2","NR","hour","12","18",0,0.666666666666665,-0.165193355670933,1.49852668900426,0.322,"ns"
"M","2","NR","hour","12","19",0,0.333333333333332,-0.498526689004266,1.16519335567093,0.998,"ns"
"M","2","NR","hour","12","20",0,0.214285714285713,-0.617574308051885,1.04614573662331,1,"ns"
"M","2","NR","hour","12","21",0,0.214285714285713,-0.617574308051885,1.04614573662331,1,"ns"
"M","2","NR","hour","12","22",0,0.166666666666665,-0.665193355670933,0.998526689004264,1,"ns"
"M","2","NR","hour","12","23",0,0.309523809523808,-0.52233621281379,1.14138383186141,0.999,"ns"
"M","2","NR","hour","13","14",0,0.833333333333333,0.00147331099573511,1.66519335567093,0.049,"*"
"M","2","NR","hour","13","15",0,0.928571428571429,0.0967114062338309,1.76043145090903,0.0122,"*"
"M","2","NR","hour","13","16",0,1.0952380952381,0.263378072900498,1.92709811757569,0.000718,"***"
"M","2","NR","hour","13","17",0,0.928571428571428,0.0967114062338298,1.76043145090903,0.0122,"*"
"M","2","NR","hour","13","18",0,0.666666666666666,-0.165193355670932,1.49852668900426,0.322,"ns"
"M","2","NR","hour","13","19",0,0.333333333333333,-0.498526689004265,1.16519335567093,0.998,"ns"
"M","2","NR","hour","13","20",0,0.214285714285714,-0.617574308051884,1.04614573662331,1,"ns"
"M","2","NR","hour","13","21",0,0.214285714285714,-0.617574308051884,1.04614573662331,1,"ns"
"M","2","NR","hour","13","22",0,0.166666666666666,-0.665193355670932,0.998526689004265,1,"ns"
"M","2","NR","hour","13","23",0,0.309523809523809,-0.522336212813789,1.14138383186141,0.999,"ns"
"M","2","NR","hour","14","15",0,0.0952380952380958,-0.736621927099502,0.927098117575694,1,"ns"
"M","2","NR","hour","14","16",0,0.261904761904763,-0.569955260432835,1.09376478424236,1,"ns"
"M","2","NR","hour","14","17",0,0.0952380952380947,-0.736621927099503,0.927098117575693,1,"ns"
"M","2","NR","hour","14","18",0,-0.166666666666667,-0.998526689004265,0.665193355670931,1,"ns"
"M","2","NR","hour","14","19",0,-0.5,-1.3318600223376,0.331860022337598,0.842,"ns"
"M","2","NR","hour","14","20",0,-0.619047619047619,-1.45090764138522,0.212812403289979,0.469,"ns"
"M","2","NR","hour","14","21",0,-0.619047619047619,-1.45090764138522,0.212812403289979,0.469,"ns"
"M","2","NR","hour","14","22",0,-0.666666666666667,-1.49852668900426,0.165193355670931,0.322,"ns"
"M","2","NR","hour","14","23",0,-0.523809523809524,-1.35566954614712,0.308050498528074,0.78,"ns"
"M","2","NR","hour","15","16",0,0.166666666666667,-0.665193355670931,0.998526689004265,1,"ns"
