"sex","order","diet","term","group1","group2","null.value","estimate","conf.low","conf.high","p.adj","p.adj.signif"
"F","1","NR","hour","1","9",0,0.0857142857142841,-2.39255651535358,2.56398508678215,1,"ns"
"F","1","NR","hour","1","10",0,-0.0285714285714306,-2.5068422296393,2.44969937249643,1,"ns"
"F","1","NR","hour","1","11",0,0.114285714285712,-2.36398508678215,2.59255651535358,1,"ns"
"F","1","NR","hour","1","12",0,0.142857142857141,-2.33541365821072,2.62112794392501,1,"ns"
"F","1","NR","hour","1","13",0,1.94285714285714,-0.535413658210724,4.42112794392501,0.356,"ns"
"F","1","NR","hour","1","14",0,1.97142857142857,-0.506842229639296,4.44969937249643,0.329,"ns"
"F","1","NR","hour","1","15",0,1.6,-0.878270801067867,4.07827080106786,0.731,"ns"
"F","1","NR","hour","1","16",0,1.31428571428571,-1.16398508678215,3.79255651535358,0.942,"ns"
"F","1","NR","hour","1","17",0,1.25714285714285,-1.22112794392501,3.73541365821072,0.963,"ns"
"F","1","NR","hour","1","18",0,0.657142857142855,-1.82112794392501,3.13541365821072,1,"ns"
"F","1","NR","hour","1","19",0,0.571428571428569,-1.9068422296393,3.04969937249643,1,"ns"
"F","1","NR","hour","1","20",0,0.0571428571428555,-2.42112794392501,2.53541365821072,1,"ns"
"F","1","NR","hour","1","21",0,0.371428571428569,-2.1068422296393,2.84969937249643,1,"ns"
"F","1","NR","hour","1","22",0,0.371428571428569,-2.1068422296393,2.84969937249643,1,"ns"
"F","1","NR","hour","1","23",0,0.742857142857141,-1.73541365821072,3.22112794392501,1,"ns"
"F","1","NR","hour","2","3",0,0.0571428571428571,-2.42112794392501,2.53541365821072,1,"ns"
"F","1","NR","hour","2","4",0,-4.44089209850063e-16,-2.47827080106787,2.47827080106786,1,"ns"
"F","1","NR","hour","2","5",0,-0.485714285714286,-2.96398508678215,1.99255651535358,1,"ns"
"F","1","NR","hour","2","6",0,-0.485714285714287,-2.96398508678215,1.99255651535358,1,"ns"
"F","1","NR","hour","2","7",0,-0.714285714285714,-3.19255651535358,1.76398508678215,1,"ns"
"F","1","NR","hour","2","8",0,-0.599999999999999,-3.07827080106786,1.87827080106787,1,"ns"
"F","1","NR","hour","2","9",0,-0.628571428571429,-3.10684222963929,1.84969937249644,1,"ns"
"F","1","NR","hour","2","10",0,-0.742857142857143,-3.22112794392501,1.73541365821072,1,"ns"
"F","1","NR","hour","2","11",0,-0.6,-3.07827080106786,1.87827080106786,1,"ns"
"F","1","NR","hour","2","12",0,-0.571428571428572,-3.04969937249644,1.90684222963929,1,"ns"
"F","1","NR","hour","2","13",0,1.22857142857143,-1.24969937249644,3.70684222963929,0.971,"ns"
"F","1","NR","hour","2","14",0,1.25714285714286,-1.22112794392501,3.73541365821072,0.963,"ns"
"F","1","NR","hour","2","15",0,0.885714285714285,-1.59255651535358,3.36398508678215,1,"ns"
"F","1","NR","hour","2","16",0,0.6,-1.87827080106786,3.07827080106786,1,"ns"
"F","1","NR","hour","2","17",0,0.542857142857142,-1.93541365821072,3.02112794392501,1,"ns"
"F","1","NR","hour","2","18",0,-0.0571428571428575,-2.53541365821072,2.42112794392501,1,"ns"
"F","1","NR","hour","2","19",0,-0.142857142857143,-2.62112794392501,2.33541365821072,1,"ns"
"F","1","NR","hour","2","20",0,-0.657142857142857,-3.13541365821072,1.82112794392501,1,"ns"
"F","1","NR","hour","2","21",0,-0.342857142857143,-2.82112794392501,2.13541365821072,1,"ns"
"F","1","NR","hour","2","22",0,-0.342857142857143,-2.82112794392501,2.13541365821072,1,"ns"
"F","1","NR","hour","2","23",0,0.0285714285714279,-2.44969937249644,2.50684222963929,1,"ns"
"F","1","NR","hour","3","4",0,-0.0571428571428575,-2.53541365821072,2.42112794392501,1,"ns"
"F","1","NR","hour","3","5",0,-0.542857142857143,-3.02112794392501,1.93541365821072,1,"ns"
"F","1","NR","hour","3","6",0,-0.542857142857144,-3.02112794392501,1.93541365821072,1,"ns"
